gene_id,canonical_tx
ENSMUSG00000058368,ENSMUST00000078422
ENSMUSG00000065570,ENSMUST00000083636
ENSMUSG00000065561,ENSMUST00000083627
ENSMUSG00000065497,ENSMUST00000083563
ENSMUSG00000062433,ENSMUST00000082065
ENSMUSG00000065968,ENSMUST00000117803
ENSMUSG00000084576,ENSMUST00000122627
ENSMUSG00000059632,ENSMUST00000072280
ENSMUSG00000056706,ENSMUST00000056118
ENSMUSG00000091212,ENSMUST00000171542
ENSMUSG00000116870,ENSMUST00000231309
ENSMUSG00000116651,ENSMUST00000232201
ENSMUSG00000056537,ENSMUST00000121153
ENSMUSG00000035142,ENSMUST00000040090
ENSMUSG00000077767,ENSMUST00000104579
ENSMUSG00000093351,ENSMUST00000175610
ENSMUSG00000092879,ENSMUST00000175138
ENSMUSG00000113711,ENSMUST00000221611
ENSMUSG00000080825,ENSMUST00000117636
ENSMUSG00000113625,ENSMUST00000222259
ENSMUSG00000076458,ENSMUST00000103259
ENSMUSG00000064876,ENSMUST00000082942
ENSMUSG00000041923,ENSMUST00000164186
ENSMUSG00000093039,ENSMUST00000175298
ENSMUSG00000044117,ENSMUST00000056521
ENSMUSG00000082554,ENSMUST00000120696
ENSMUSG00000082277,ENSMUST00000119880
ENSMUSG00000021242,ENSMUST00000021668
ENSMUSG00000077680,ENSMUST00000104492
ENSMUSG00000083536,ENSMUST00000119046
ENSMUSG00000113217,ENSMUST00000220598
ENSMUSG00000022820,ENSMUST00000023514
ENSMUSG00000073130,ENSMUST00000154780
ENSMUSG00000021241,ENSMUST00000021667
ENSMUSG00000116529,ENSMUST00000231714
ENSMUSG00000077199,ENSMUST00000104011
ENSMUSG00000093122,ENSMUST00000175381
ENSMUSG00000080331,ENSMUST00000116681
ENSMUSG00002076103,ENSMUST00020181855
ENSMUSG00000084713,ENSMUST00000122764
ENSMUSG00000065450,ENSMUST00000083516
ENSMUSG00000024604,ENSMUST00000025506
ENSMUSG00000094759,ENSMUST00000180344
ENSMUSG00000035133,ENSMUST00000219443
ENSMUSG00000119273,ENSMUST00000240517
ENSMUSG00000119013,ENSMUST00000240265
ENSMUSG00000033361,ENSMUST00000048790
ENSMUSG00000060657,ENSMUST00000090300
ENSMUSG00000049134,ENSMUST00000073536
ENSMUSG00000046449,ENSMUST00000087879
ENSMUSG00000076286,ENSMUST00000102331
ENSMUSG00002076089,ENSMUST00020182316
ENSMUSG00000070074,ENSMUST00000093566
ENSMUSG00000053593,ENSMUST00000114569
ENSMUSG00000022816,ENSMUST00000114763
ENSMUSG00000061603,ENSMUST00000095737
ENSMUSG00000112251,ENSMUST00000219288
ENSMUSG00000119139,ENSMUST00000083299
ENSMUSG00000108763,ENSMUST00000205931
ENSMUSG00002075418,ENSMUST00020183128
ENSMUSG00000034158,ENSMUST00000078717
ENSMUSG00000083405,ENSMUST00000119947
ENSMUSG00000031289,ENSMUST00000033646
ENSMUSG00000024878,ENSMUST00000025815
ENSMUSG00000021010,ENSMUST00000101432
ENSMUSG00000046961,ENSMUST00000061274
ENSMUSG00000065188,ENSMUST00000083254
ENSMUSG00000119558,ENSMUST00000199618
ENSMUSG00002075381,ENSMUST00020183725
ENSMUSG00000035105,ENSMUST00000039516
ENSMUSG00000064605,ENSMUST00000082671
ENSMUSG00000005864,ENSMUST00000006020
ENSMUSG00002076688,ENSMUST00020182318
ENSMUSG00000112204,ENSMUST00000219134
ENSMUSG00000114047,ENSMUST00000221935
ENSMUSG00000033343,ENSMUST00000048675
ENSMUSG00000114356,ENSMUST00000223746
ENSMUSG00000025076,ENSMUST00000026062
ENSMUSG00000022812,ENSMUST00000114750
ENSMUSG00002076470,ENSMUST00000240323
ENSMUSG00000119029,ENSMUST00001239551
ENSMUSG00000031333,ENSMUST00000033695
ENSMUSG00000083327,ENSMUST00000120233
ENSMUSG00000082996,ENSMUST00000120999
ENSMUSG00000073016,ENSMUST00000087867
ENSMUSG00000031340,ENSMUST00000064780
ENSMUSG00000024302,ENSMUST00000220904
ENSMUSG00000065542,ENSMUST00000083608
ENSMUSG00000070138,ENSMUST00000093629
ENSMUSG00000043453,ENSMUST00000088481
ENSMUSG00000114088,ENSMUST00000220789
ENSMUSG00000052085,ENSMUST00000025831
ENSMUSG00000033906,ENSMUST00000042070
ENSMUSG00000065634,ENSMUST00000083700
ENSMUSG00000089171,ENSMUST00000158546
ENSMUSG00000083049,ENSMUST00000122247
ENSMUSG00000031224,ENSMUST00000033575
ENSMUSG00000081703,ENSMUST00000122012
ENSMUSG00000022678,ENSMUST00000023359
ENSMUSG00000088960,ENSMUST00000158335
ENSMUSG00000002020,ENSMUST00000002073
ENSMUSG00000087491,ENSMUST00000144163
ENSMUSG00000032702,ENSMUST00000049400
ENSMUSG00000118238,ENSMUST00000235913
ENSMUSG00000064843,ENSMUST00000082909
ENSMUSG00000117720,ENSMUST00000238117
ENSMUSG00000113079,ENSMUST00000221790
ENSMUSG00000092006,ENSMUST00000163802
ENSMUSG00000024277,ENSMUST00000025127
ENSMUSG00000024837,ENSMUST00000025755
ENSMUSG00000031343,ENSMUST00000055966
ENSMUSG00000098607,ENSMUST00000184278
ENSMUSG00000089290,ENSMUST00000158665
ENSMUSG00000081471,ENSMUST00000121772
ENSMUSG00000042372,ENSMUST00000048935
ENSMUSG00000117504,ENSMUST00000235052
ENSMUSG00000076455,ENSMUST00000103256
ENSMUSG00000077847,ENSMUST00000104655
ENSMUSG00000117405,ENSMUST00000234075
ENSMUSG00000048138,ENSMUST00000053068
ENSMUSG00000098105,ENSMUST00000182565
ENSMUSG00000024276,ENSMUST00000060762
ENSMUSG00000084589,ENSMUST00000122640
ENSMUSG00000118005,ENSMUST00000236317
ENSMUSG00000117707,ENSMUST00000237890
ENSMUSG00000117803,ENSMUST00000236657
ENSMUSG00000063281,ENSMUST00000074941
ENSMUSG00000051469,ENSMUST00000066497
ENSMUSG00000115415,ENSMUST00000228517
ENSMUSG00000115205,ENSMUST00000228510
ENSMUSG00000117500,ENSMUST00000234749
ENSMUSG00000025078,ENSMUST00000071423
ENSMUSG00000114682,ENSMUST00000224822
ENSMUSG00000035283,ENSMUST00000038949
ENSMUSG00000073247,ENSMUST00000101647
ENSMUSG00000086757,ENSMUST00000149994
ENSMUSG00000047989,ENSMUST00000153360
ENSMUSG00000095899,ENSMUST00000119623
ENSMUSG00000085000,ENSMUST00000126711
ENSMUSG00000068114,ENSMUST00000089174
ENSMUSG00000035173,ENSMUST00000118592
ENSMUSG00000073245,ENSMUST00000101645
ENSMUSG00000117729,ENSMUST00000237684
ENSMUSG00000002489,ENSMUST00000002588
ENSMUSG00000017843,ENSMUST00000084985
ENSMUSG00000113702,ENSMUST00000221819
ENSMUSG00000113662,ENSMUST00000222675
ENSMUSG00000000420,ENSMUST00000170243
ENSMUSG00000116536,ENSMUST00000232386
ENSMUSG00000116553,ENSMUST00000231626
ENSMUSG00000116829,ENSMUST00000231225
ENSMUSG00000022155,ENSMUST00000045736
ENSMUSG00000091363,ENSMUST00000163185
ENSMUSG00000065532,ENSMUST00000083598
ENSMUSG00000022982,ENSMUST00000023707
ENSMUSG00000024273,ENSMUST00000097646
ENSMUSG00000079105,ENSMUST00000110689
ENSMUSG00000065714,ENSMUST00000083780
ENSMUSG00000080720,ENSMUST00000121915
ENSMUSG00000040446,ENSMUST00000046206
ENSMUSG00000024855,ENSMUST00000025786
ENSMUSG00000041849,ENSMUST00000118365
ENSMUSG00000041841,ENSMUST00000045356
ENSMUSG00000024619,ENSMUST00000025521
ENSMUSG00000077737,ENSMUST00000104549
ENSMUSG00000068706,ENSMUST00000090488
ENSMUSG00002076406,ENSMUST00020182438
ENSMUSG00000118104,ENSMUST00000235422
ENSMUSG00000031290,ENSMUST00000112819
ENSMUSG00000042350,ENSMUST00000043169
ENSMUSG00000024269,ENSMUST00000115817
ENSMUSG00000050697,ENSMUST00000051186
ENSMUSG00000079645,ENSMUST00000116345
ENSMUSG00000022983,ENSMUST00000039280
ENSMUSG00000031226,ENSMUST00000033577
ENSMUSG00000116849,ENSMUST00000231427
ENSMUSG00000031227,ENSMUST00000033578
ENSMUSG00000082245,ENSMUST00000120712
ENSMUSG00000083889,ENSMUST00000120991
ENSMUSG00000085791,ENSMUST00000122265
ENSMUSG00000083744,ENSMUST00000119421
ENSMUSG00000065499,ENSMUST00000083565
ENSMUSG00000065425,ENSMUST00000083491
ENSMUSG00000082464,ENSMUST00000119785
ENSMUSG00000084376,ENSMUST00000119925
ENSMUSG00000082275,ENSMUST00000117758
ENSMUSG00000031230,ENSMUST00000033581
ENSMUSG00000033871,ENSMUST00000063307
ENSMUSG00002075787,ENSMUST00020183286
ENSMUSG00000105200,ENSMUST00000198300
ENSMUSG00000118286,ENSMUST00000235755
ENSMUSG00000089908,ENSMUST00000163015
ENSMUSG00000024853,ENSMUST00000025774
ENSMUSG00000053414,ENSMUST00000065856
ENSMUSG00000046119,ENSMUST00000183621
ENSMUSG00000064471,ENSMUST00000082537
ENSMUSG00000116591,ENSMUST00000231764
ENSMUSG00000022463,ENSMUST00000023100
ENSMUSG00000047658,ENSMUST00000061169
ENSMUSG00000022978,ENSMUST00000099554
ENSMUSG00000118009,ENSMUST00000237016
ENSMUSG00000117807,ENSMUST00000235792
ENSMUSG00000018707,ENSMUST00000018851
ENSMUSG00000094885,ENSMUST00000177554
ENSMUSG00000039956,ENSMUST00000038197
ENSMUSG00000038498,ENSMUST00000043380
ENSMUSG00000090327,ENSMUST00000169981
ENSMUSG00000024846,ENSMUST00000025764
ENSMUSG00000118610,ENSMUST00000239201
ENSMUSG00000056508,ENSMUST00000070659
ENSMUSG00002075089,ENSMUST00020181741
ENSMUSG00000021243,ENSMUST00000021669
ENSMUSG00000039929,ENSMUST00000140920
ENSMUSG00000031229,ENSMUST00000113573
ENSMUSG00000021270,ENSMUST00000094361
ENSMUSG00000022369,ENSMUST00000022998
ENSMUSG00000024268,ENSMUST00000115816
ENSMUSG00000114306,ENSMUST00000223994
ENSMUSG00002074964,ENSMUST00020182188
ENSMUSG00000114511,ENSMUST00000224766
ENSMUSG00000116226,ENSMUST00000229390
ENSMUSG00000087121,ENSMUST00000151645
ENSMUSG00000065465,ENSMUST00000083531
ENSMUSG00000088098,ENSMUST00000157473
ENSMUSG00000117516,ENSMUST00000234907
ENSMUSG00000117346,ENSMUST00000234742
ENSMUSG00000096883,ENSMUST00000179269
ENSMUSG00000117646,ENSMUST00000234185
ENSMUSG00000046636,ENSMUST00000050143
ENSMUSG00000117529,ENSMUST00000234689
ENSMUSG00000117416,ENSMUST00000234906
ENSMUSG00000087940,ENSMUST00000157315
ENSMUSG00000117449,ENSMUST00000234566
ENSMUSG00000117348,ENSMUST00000234341
ENSMUSG00000117550,ENSMUST00000235115
ENSMUSG00000117638,ENSMUST00000234116
ENSMUSG00000060429,ENSMUST00000039769
ENSMUSG00000117626,ENSMUST00000234976
ENSMUSG00000115150,ENSMUST00000226930
ENSMUSG00000115651,ENSMUST00000228166
ENSMUSG00000115187,ENSMUST00000227248
ENSMUSG00000114969,ENSMUST00000227090
ENSMUSG00000113934,ENSMUST00000222278
ENSMUSG00000084678,ENSMUST00000122729
ENSMUSG00000022151,ENSMUST00000022751
ENSMUSG00000065256,ENSMUST00000083322
ENSMUSG00000079965,ENSMUST00000116081
ENSMUSG00000084575,ENSMUST00000122626
ENSMUSG00000115064,ENSMUST00000228801
ENSMUSG00000052075,ENSMUST00000091377
ENSMUSG00000113753,ENSMUST00000220840
ENSMUSG00000113405,ENSMUST00000221316
ENSMUSG00000113469,ENSMUST00000222150
ENSMUSG00000022367,ENSMUST00000050544
ENSMUSG00000039942,ENSMUST00000120563
ENSMUSG00000033063,ENSMUST00000091554
ENSMUSG00000084024,ENSMUST00000120727
ENSMUSG00000115493,ENSMUST00000228866
ENSMUSG00000115748,ENSMUST00000226566
ENSMUSG00000115172,ENSMUST00000228364
ENSMUSG00000041353,ENSMUST00000173996
ENSMUSG00000114998,ENSMUST00000228083
ENSMUSG00000119342,ENSMUST00000177706
ENSMUSG00000114992,ENSMUST00000227164
ENSMUSG00000082974,ENSMUST00000119673
ENSMUSG00000115116,ENSMUST00000226389
ENSMUSG00000115185,ENSMUST00000226984
ENSMUSG00002076871,ENSMUST00020181669
ENSMUSG00000115106,ENSMUST00000228443
ENSMUSG00000115342,ENSMUST00000226154
ENSMUSG00000115093,ENSMUST00000227373
ENSMUSG00000118903,ENSMUST00000240204
ENSMUSG00000047094,ENSMUST00000054635
ENSMUSG00000025081,ENSMUST00000111604
ENSMUSG00000022366,ENSMUST00000110196
ENSMUSG00000115226,ENSMUST00000226272
ENSMUSG00000115117,ENSMUST00000227514
ENSMUSG00000115629,ENSMUST00000227877
ENSMUSG00000024844,ENSMUST00000025762
ENSMUSG00000071757,ENSMUST00000096430
ENSMUSG00000047807,ENSMUST00000176703
ENSMUSG00000024841,ENSMUST00000025759
ENSMUSG00000022365,ENSMUST00000022993
ENSMUSG00000041817,ENSMUST00000169863
ENSMUSG00000033628,ENSMUST00000115812
ENSMUSG00000114248,ENSMUST00000226074
ENSMUSG00000114215,ENSMUST00000223887
ENSMUSG00000018830,ENSMUST00000231567
ENSMUSG00000114198,ENSMUST00000223618
ENSMUSG00000057762,ENSMUST00000071118
ENSMUSG00000114322,ENSMUST00000225346
ENSMUSG00000117345,ENSMUST00000234753
ENSMUSG00000117419,ENSMUST00000234371
ENSMUSG00000091785,ENSMUST00000164794
ENSMUSG00000088126,ENSMUST00000157501
ENSMUSG00000055771,ENSMUST00000069529
ENSMUSG00000117526,ENSMUST00000235078
ENSMUSG00000060739,ENSMUST00000073456
ENSMUSG00000031232,ENSMUST00000238718
ENSMUSG00000022364,ENSMUST00000022992
ENSMUSG00000057455,ENSMUST00000153060
ENSMUSG00000022677,ENSMUST00000023357
ENSMUSG00000031231,ENSMUST00000033582
ENSMUSG00000085612,ENSMUST00000144291
ENSMUSG00000116025,ENSMUST00000229451
ENSMUSG00000024578,ENSMUST00000025471
ENSMUSG00000025082,ENSMUST00000026068
ENSMUSG00000024579,ENSMUST00000025472
ENSMUSG00000024580,ENSMUST00000062991
ENSMUSG00000037106,ENSMUST00000161028
ENSMUSG00000021359,ENSMUST00000225180
ENSMUSG00000039148,ENSMUST00000044207
ENSMUSG00000039903,ENSMUST00000037539
ENSMUSG00000025269,ENSMUST00000112720
ENSMUSG00002075732,ENSMUST00020181671
ENSMUSG00000093677,ENSMUST00000176387
ENSMUSG00000114936,ENSMUST00000224038
ENSMUSG00000097752,ENSMUST00000181176
ENSMUSG00000113551,ENSMUST00000222988
ENSMUSG00000113301,ENSMUST00000221922
ENSMUSG00000113911,ENSMUST00000220797
ENSMUSG00000116543,ENSMUST00000232254
ENSMUSG00000113388,ENSMUST00000221482
ENSMUSG00000113207,ENSMUST00000091545
ENSMUSG00000083226,ENSMUST00000117990
ENSMUSG00000116836,ENSMUST00000232334
ENSMUSG00000114065,ENSMUST00000221218
ENSMUSG00000062373,ENSMUST00000072113
ENSMUSG00000039330,ENSMUST00000235569
ENSMUSG00000065049,ENSMUST00000083115
ENSMUSG00000033032,ENSMUST00000120472
ENSMUSG00000051133,ENSMUST00000050339
ENSMUSG00000061490,ENSMUST00000075109
ENSMUSG00000037085,ENSMUST00000036937
ENSMUSG00000020593,ENSMUST00000238839
ENSMUSG00000037075,ENSMUST00000036904
ENSMUSG00000115463,ENSMUST00000228787
ENSMUSG00000022972,ENSMUST00000023694
ENSMUSG00000037957,ENSMUST00000095410
ENSMUSG00000025270,ENSMUST00000066337
ENSMUSG00000022790,ENSMUST00000023478
ENSMUSG00000020591,ENSMUST00000111064
ENSMUSG00000116573,ENSMUST00000231761
ENSMUSG00002076331,ENSMUST00020183603
ENSMUSG00000116679,ENSMUST00000232064
ENSMUSG00000099172,ENSMUST00000184710
ENSMUSG00000116400,ENSMUST00000230613
ENSMUSG00000024914,ENSMUST00000113674
ENSMUSG00000118928,ENSMUST00000239937
ENSMUSG00000047423,ENSMUST00000159759
ENSMUSG00000041138,ENSMUST00000091763
ENSMUSG00000032735,ENSMUST00000049378
ENSMUSG00002076078,ENSMUST00020182778
ENSMUSG00000117771,ENSMUST00000237006
ENSMUSG00000104035,ENSMUST00000194401
ENSMUSG00000113709,ENSMUST00000221749
ENSMUSG00000113618,ENSMUST00000222230
ENSMUSG00000047462,ENSMUST00000151029
ENSMUSG00000024912,ENSMUST00000025850
ENSMUSG00000063905,ENSMUST00000081471
ENSMUSG00000113008,ENSMUST00000220634
ENSMUSG00000113661,ENSMUST00000221061
ENSMUSG00000113482,ENSMUST00000222390
ENSMUSG00000113381,ENSMUST00000222427
ENSMUSG00000113118,ENSMUST00000222362
ENSMUSG00000095098,ENSMUST00000179549
ENSMUSG00000068617,ENSMUST00000090277
ENSMUSG00000116317,ENSMUST00000230174
ENSMUSG00000069315,ENSMUST00000091759
ENSMUSG00000116213,ENSMUST00000228992
ENSMUSG00000053101,ENSMUST00000065335
ENSMUSG00000080704,ENSMUST00000121314
ENSMUSG00000113542,ENSMUST00000223330
ENSMUSG00000116423,ENSMUST00000230636
ENSMUSG00000113641,ENSMUST00000222252
ENSMUSG00000113461,ENSMUST00000221726
ENSMUSG00000113513,ENSMUST00000222554
ENSMUSG00000117836,ENSMUST00000224983
ENSMUSG00000113712,ENSMUST00000222893
ENSMUSG00000114226,ENSMUST00000223696
ENSMUSG00000114314,ENSMUST00000224105
ENSMUSG00000117784,ENSMUST00000222552
ENSMUSG00000114793,ENSMUST00000225417
ENSMUSG00000071294,ENSMUST00000091531
ENSMUSG00000021244,ENSMUST00000021670
ENSMUSG00000045629,ENSMUST00000051720
ENSMUSG00000045730,ENSMUST00000053640
ENSMUSG00000033792,ENSMUST00000113557
ENSMUSG00000033777,ENSMUST00000040065
ENSMUSG00000081081,ENSMUST00000121548
ENSMUSG00000021322,ENSMUST00000021757
ENSMUSG00000056458,ENSMUST00000070565
ENSMUSG00000114489,ENSMUST00000225481
ENSMUSG00000095847,ENSMUST00000080545
ENSMUSG00000114070,ENSMUST00000221287
ENSMUSG00000114374,ENSMUST00000225178
ENSMUSG00002076378,ENSMUST00020182962
ENSMUSG00000062070,ENSMUST00000081593
ENSMUSG00000042869,ENSMUST00000215806
ENSMUSG00000022973,ENSMUST00000121759
ENSMUSG00000042320,ENSMUST00000177289
ENSMUSG00000102935,ENSMUST00000192514
ENSMUSG00000113693,ENSMUST00000221509
ENSMUSG00000047242,ENSMUST00000055497
ENSMUSG00000021271,ENSMUST00000170060
ENSMUSG00000024400,ENSMUST00000025264
ENSMUSG00000091498,ENSMUST00000181662
ENSMUSG00000044982,ENSMUST00000054984
ENSMUSG00002076943,ENSMUST00020181827
ENSMUSG00000085279,ENSMUST00000123318
ENSMUSG00000025083,ENSMUST00000111584
ENSMUSG00000079641,ENSMUST00000115231
ENSMUSG00000065642,ENSMUST00000083708
ENSMUSG00000022674,ENSMUST00000115777
ENSMUSG00000116386,ENSMUST00000229197
ENSMUSG00000116140,ENSMUST00000230520
ENSMUSG00000112449,ENSMUST00000110708
ENSMUSG00000026322,ENSMUST00000238081
ENSMUSG00000073012,ENSMUST00000091282
ENSMUSG00000082618,ENSMUST00000120065
ENSMUSG00000081289,ENSMUST00000117862
ENSMUSG00000087321,ENSMUST00000139800
ENSMUSG00000094103,ENSMUST00000177978
ENSMUSG00000114160,ENSMUST00000222561
ENSMUSG00000083814,ENSMUST00000118940
ENSMUSG00000110313,ENSMUST00000211243
ENSMUSG00000119174,ENSMUST00000240300
ENSMUSG00000084219,ENSMUST00000120795
ENSMUSG00000005705,ENSMUST00000194091
ENSMUSG00000022673,ENSMUST00000023353
ENSMUSG00000024395,ENSMUST00000025254
ENSMUSG00000110686,ENSMUST00000212546
ENSMUSG00000024911,ENSMUST00000025847
ENSMUSG00000036572,ENSMUST00000076265
ENSMUSG00000022150,ENSMUST00000080880
ENSMUSG00000052229,ENSMUST00000064016
ENSMUSG00000021276,ENSMUST00000043716
ENSMUSG00000115400,ENSMUST00000228694
ENSMUSG00000115714,ENSMUST00000226711
ENSMUSG00000089130,ENSMUST00000158505
ENSMUSG00000115052,ENSMUST00000227292
ENSMUSG00000119804,ENSMUST00000239597
ENSMUSG00000088538,ENSMUST00000157913
ENSMUSG00000115598,ENSMUST00000227015
ENSMUSG00000081778,ENSMUST00000122015
ENSMUSG00000115132,ENSMUST00000227844
ENSMUSG00000024910,ENSMUST00000025844
ENSMUSG00000038604,ENSMUST00000043531
ENSMUSG00000089432,ENSMUST00000158807
ENSMUSG00000102593,ENSMUST00000195413
ENSMUSG00000016409,ENSMUST00000016553
ENSMUSG00000022974,ENSMUST00000118522
ENSMUSG00000036551,ENSMUST00000046557
ENSMUSG00000021938,ENSMUST00000022507
ENSMUSG00000005698,ENSMUST00000005841
ENSMUSG00000016427,ENSMUST00000016571
ENSMUSG00000094250,ENSMUST00000178807
ENSMUSG00000080021,ENSMUST00000116136
ENSMUSG00000036537,ENSMUST00000046433
ENSMUSG00000073243,ENSMUST00000101636
ENSMUSG00000071773,ENSMUST00000115210
ENSMUSG00000024388,ENSMUST00000134663
ENSMUSG00000085398,ENSMUST00000147848
ENSMUSG00000085300,ENSMUST00000146065
ENSMUSG00000050891,ENSMUST00000228538
ENSMUSG00000039851,ENSMUST00000035689
ENSMUSG00000004789,ENSMUST00000053811
ENSMUSG00000051827,ENSMUST00000063340
ENSMUSG00000022354,ENSMUST00000022980
ENSMUSG00000031618,ENSMUST00000109913
ENSMUSG00000055639,ENSMUST00000071533
ENSMUSG00000089309,ENSMUST00000158684
ENSMUSG00000088942,ENSMUST00000158317
ENSMUSG00000024909,ENSMUST00000166303
ENSMUSG00000050357,ENSMUST00000213019
ENSMUSG00000024384,ENSMUST00000025243
ENSMUSG00000079108,ENSMUST00000218879
ENSMUSG00000022149,ENSMUST00000239466
ENSMUSG00000089549,ENSMUST00000158924
ENSMUSG00002076063,ENSMUST00020183006
ENSMUSG00000086133,ENSMUST00000144274
ENSMUSG00000089425,ENSMUST00000158800
ENSMUSG00000115218,ENSMUST00000226945
ENSMUSG00000115486,ENSMUST00000226609
ENSMUSG00000113385,ENSMUST00000222666
ENSMUSG00000119462,ENSMUST00000180098
ENSMUSG00000098059,ENSMUST00000182552
ENSMUSG00000112368,ENSMUST00000217756
ENSMUSG00000033737,ENSMUST00000039447
ENSMUSG00000021666,ENSMUST00000161639
ENSMUSG00002076096,ENSMUST00020182196
ENSMUSG00000052821,ENSMUST00000113480
ENSMUSG00000024386,ENSMUST00000234651
ENSMUSG00000040123,ENSMUST00000173954
ENSMUSG00000071772,ENSMUST00000115203
ENSMUSG00000114420,ENSMUST00000225694
ENSMUSG00000077685,ENSMUST00000104497
ENSMUSG00002076741,ENSMUST00020182396
ENSMUSG00000079639,ENSMUST00000115194
ENSMUSG00000088180,ENSMUST00000157555
ENSMUSG00000114500,ENSMUST00000224747
ENSMUSG00000117606,ENSMUST00000234291
ENSMUSG00000022148,ENSMUST00000090461
ENSMUSG00000073010,ENSMUST00000101297
ENSMUSG00000064553,ENSMUST00000082619
ENSMUSG00000082174,ENSMUST00000119803
ENSMUSG00000083432,ENSMUST00000118167
ENSMUSG00000081395,ENSMUST00000117308
ENSMUSG00000083595,ENSMUST00000118513
ENSMUSG00000065733,ENSMUST00000083799
ENSMUSG00002076607,ENSMUST00020182193
ENSMUSG00000083063,ENSMUST00000117216
ENSMUSG00000021665,ENSMUST00000022169
ENSMUSG00000095601,ENSMUST00000096459
ENSMUSG00000022708,ENSMUST00000114694
ENSMUSG00000082939,ENSMUST00000120366
ENSMUSG00000080841,ENSMUST00000117581
ENSMUSG00000055341,ENSMUST00000049705
ENSMUSG00000094945,ENSMUST00000179915
ENSMUSG00000114863,ENSMUST00000225398
ENSMUSG00000047686,ENSMUST00000062010
ENSMUSG00000024383,ENSMUST00000096575
ENSMUSG00000079638,ENSMUST00000115191
ENSMUSG00000084056,ENSMUST00000121045
ENSMUSG00000057842,ENSMUST00000168892
ENSMUSG00000024906,ENSMUST00000124334
ENSMUSG00000049929,ENSMUST00000060576
ENSMUSG00000098781,ENSMUST00000044819
ENSMUSG00000036523,ENSMUST00000162112
ENSMUSG00000071771,ENSMUST00000096458
ENSMUSG00000022353,ENSMUST00000080371
ENSMUSG00000081824,ENSMUST00000121906
ENSMUSG00000118809,ENSMUST00000239901
ENSMUSG00000050921,ENSMUST00000053375
ENSMUSG00000083827,ENSMUST00000120369
ENSMUSG00000102967,ENSMUST00000192064
ENSMUSG00000082570,ENSMUST00000118889
ENSMUSG00000021366,ENSMUST00000060148
ENSMUSG00000055370,ENSMUST00000147504
ENSMUSG00000117966,ENSMUST00000236526
ENSMUSG00000024382,ENSMUST00000025241
ENSMUSG00000085499,ENSMUST00000155900
ENSMUSG00000076372,ENSMUST00000102417
ENSMUSG00000071552,ENSMUST00000096065
ENSMUSG00000079637,ENSMUST00000115190
ENSMUSG00000116565,ENSMUST00000231991
ENSMUSG00000021367,ENSMUST00000021796
ENSMUSG00002075437,ENSMUST00020182280
ENSMUSG00000113619,ENSMUST00000221433
ENSMUSG00000067547,ENSMUST00000146631
ENSMUSG00000113000,ENSMUST00000222369
ENSMUSG00000109238,ENSMUST00000207669
ENSMUSG00000115062,ENSMUST00000226216
ENSMUSG00000113367,ENSMUST00000222839
ENSMUSG00002076214,ENSMUST00020182430
ENSMUSG00000108896,ENSMUST00000207501
ENSMUSG00000021022,ENSMUST00000021410
ENSMUSG00002074932,ENSMUST00020183626
ENSMUSG00000090523,ENSMUST00000174459
ENSMUSG00000054293,ENSMUST00000167673
ENSMUSG00000087715,ENSMUST00000157090
ENSMUSG00000082630,ENSMUST00000119416
ENSMUSG00000080898,ENSMUST00000118567
ENSMUSG00000079636,ENSMUST00000115188
ENSMUSG00000024379,ENSMUST00000025237
ENSMUSG00000119098,ENSMUST00000240108
ENSMUSG00000056185,ENSMUST00000070172
ENSMUSG00000037572,ENSMUST00000187531
ENSMUSG00000079635,ENSMUST00000115183
ENSMUSG00000041852,ENSMUST00000109510
ENSMUSG00000100937,ENSMUST00000189704
ENSMUSG00000092751,ENSMUST00000175010
ENSMUSG00000095698,ENSMUST00000115179
ENSMUSG00000119329,ENSMUST00000083805
ENSMUSG00000019235,ENSMUST00000221972
ENSMUSG00000115849,ENSMUST00000228742
ENSMUSG00000084648,ENSMUST00000122699
ENSMUSG00000115097,ENSMUST00000228623
ENSMUSG00000024922,ENSMUST00000025861
ENSMUSG00000079633,ENSMUST00000115175
ENSMUSG00000031592,ENSMUST00000211247
ENSMUSG00000048379,ENSMUST00000065562
ENSMUSG00000024135,ENSMUST00000095187
ENSMUSG00000114977,ENSMUST00000227190
ENSMUSG00000049562,ENSMUST00000096318
ENSMUSG00000004791,ENSMUST00000223220
ENSMUSG00000071267,ENSMUST00000091879
ENSMUSG00000113681,ENSMUST00000221330
ENSMUSG00000053347,ENSMUST00000055349
ENSMUSG00000024925,ENSMUST00000025864
ENSMUSG00000073008,ENSMUST00000118820
ENSMUSG00000086004,ENSMUST00000154348
ENSMUSG00000099397,ENSMUST00000153199
ENSMUSG00000117025,ENSMUST00000232730
ENSMUSG00000040775,ENSMUST00000075018
ENSMUSG00000092147,ENSMUST00000167568
ENSMUSG00000080939,ENSMUST00000120468
ENSMUSG00000021945,ENSMUST00000022511
ENSMUSG00000081131,ENSMUST00000118345
ENSMUSG00000080758,ENSMUST00000122189
ENSMUSG00000063383,ENSMUST00000080249
ENSMUSG00000117252,ENSMUST00000233487
ENSMUSG00000096433,ENSMUST00000179996
ENSMUSG00000038299,ENSMUST00000053663
ENSMUSG00000117284,ENSMUST00000233465
ENSMUSG00000114965,ENSMUST00000223735
ENSMUSG00000117164,ENSMUST00000232725
ENSMUSG00000096788,ENSMUST00000072167
