GeneSymbol_Human,MouseEnsembl,MacaqueEnsembl,Source,Daneman_Filter,Gene_Set,PctId_Mouse_Macaque,dN_Mouse_Macaque,dS_Mouse_Macaque,dNdS_Mouse_Macaque
TF,ENSMUSG00000032554,ENSMMUG00000008916,Daneman,lung_only,BBB,77.14556661925083,0.16924278728320494,0.5874821783362107,0.28808156829967496
TFDP1,ENSMUSG00000038482,ENSMMUG00000007423,Daneman,lung_only,BBB,87.42903487429035,0.024080022654742406,0.5826749536878452,0.04132668223052321
TFPI,ENSMUSG00000027082,ENSMMUG00000009448,Daneman,lung_only,BBB,68.13880126182966,0.27639456943483,0.5749341328533053,0.4807412773757723
TFPI2,ENSMUSG00000029664,ENSMMUG00000020581,Daneman,lung_only,BBB,53.264604810996566,0.35145076339766945,0.7779716439656996,0.4517526649251046
TFRC,ENSMUSG00000022797,ENSMMUG00000002114,Munji,NA,BBB,80.21786492374727,0.13757399414827617,0.5580729395621187,0.24651615298928667
TGFA,ENSMUSG00000029999,ENSMMUG00000010591,Munji,NA,BBB,82.03592814371258,0.07227351245808528,0.513714990950724,0.14068795680719742
TGFB2,ENSMUSG00000039239,ENSMMUG00000004071,Munji,NA,BBB,89.46576373212942,0.02051660217177729,0.4311931391519286,0.04758100328806107
TGFBI,ENSMUSG00000035493,ENSMMUG00000000332,Daneman,liver_and_lung,BBB,77.466105656849,0.14090755040536168,0.5896992150840071,0.2389481735791158
TGFBR3,ENSMUSG00000029287,ENSMMUG00000001742,Daneman,liver_only,BBB,82.8505214368482,0.0958188404402458,0.49006737452599,0.1955217699054647
TGIF2,ENSMUSG00000062175,ENSMMUG00000008195,Daneman,lung_only,BBB,88.93557422969188,0.029677317786779366,0.4052358548429259,0.07323467909393812
TGM2,ENSMUSG00000037820,ENSMMUG00000018925,Daneman,liver_only,BBB,82.94573643410853,0.09116163866283447,0.5867826353716309,0.15535844649714026
THBD,ENSMUSG00000074743,ENSMMUG00000016814,Daneman,liver_only,BBB,67.91125541125541,0.21995745696855826,0.7717236452264387,0.28502101539731683
THRA,ENSMUSG00000058756,ENSMMUG00000002931,Munji,NA,BBB,93.44151453684923,0.026632362469642616,0.1576693572486179,0.16891273570455348
THRSP,ENSMUSG00000035686,ENSMMUG00000017470,Daneman,liver_only,BBB,82.78145695364239,0.11211342854938684,0.500360300967082,0.2240653951416554
THSD1,ENSMUSG00000031480,ENSMMUG00000009528,Munji,NA,BBB,80.36690085870414,0.12076479029098934,0.6204495777608663,0.19464078084606984
TIAM1,ENSMUSG00000002489,ENSMMUG00000019571,Munji,NA,BBB,89.19597989949749,0.025307402108409666,0.45842012292121626,0.05520569635368947
TIE1,ENSMUSG00000033191,ENSMMUG00000010660,Daneman,lung_only,BBB,86.84210526315789,0.03994807991010037,0.4519548557351732,0.08838953582016228
TIMP3,ENSMUSG00000020044,ENSMMUG00000062825,Daneman,liver_only,BBB,90.25157232704403,0.01608616551211154,0.4243490464120397,0.037907862991854106
TIPRL,ENSMUSG00000040843,ENSMMUG00000021166,Daneman,lung_only,BBB,90.23199023199024,0.014202631740348345,0.38551254621102027,0.03684090668368071
TIPRL,ENSMUSG00000040843,ENSMMUG00000051857,Daneman,lung_only,BBB,49.877450980392155,0.03221731695906635,0.4772570351109055,0.067505169308986
TKT,ENSMUSG00000021957,ENSMMUG00000014433,Daneman,lung_only,BBB,88.14102564102564,0.02663810583982605,0.5235798668338373,0.05087687194870671
TM4SF1,ENSMUSG00000027800,ENSMMUG00000052736,Daneman,liver_only,BBB,83.41543513957308,0.11816015162472548,0.3789947819018957,0.3117725025969136
TM7SF3,ENSMUSG00000040234,ENSMMUG00000003217,Daneman,liver_only,BBB,78.98423817863397,0.12702363244099402,0.66390803820662,0.19132714944093204
TMC7,ENSMUSG00000042246,ENSMMUG00000006911,Munji,NA,BBB,82.16335540838853,0.04180433143610608,0.6098688821612726,0.06854642474618246
TMCC2,ENSMUSG00000042066,ENSMMUG00000010480,Daneman,liver_only,BBB,88.03179055633474,0.02614714208289606,0.4012614507244439,0.06516235744971162
TMCC3,ENSMUSG00000020023,ENSMMUG00000018242,Daneman,liver_only,BBB,83.50515463917526,0.0641551155525783,0.6474466411695764,0.09908942524852032
TMEFF1,ENSMUSG00000028347,ENSMMUG00000009775,Both,liver_only,BBB,67.91208791208791,0.10941130944304353,0.7102865979526365,0.15403825689294412
TMEM123,ENSMUSG00000050912,ENSMMUG00000003403,Munji,NA,BBB,64.74358974358974,0.3553117955065285,0.7092112826647939,0.5009956894248471
TMEM184A,ENSMUSG00000036687,ENSMMUG00000013080,Munji,NA,BBB,70.52980132450331,0.11705232360618253,0.7560738828741688,0.15481598592086698
TMEM30A,ENSMUSG00000032328,ENSMMUG00000019273,Daneman,liver_only,BBB,87.85388127853881,0.06545889943561876,0.3334942533280518,0.19628194124001325
TMEM37,ENSMUSG00000050777,ENSMMUG00000060725,Daneman,lung_only,BBB,73.74213836477988,0.16896648491327215,0.5971613352933074,0.2829494726584751
TMEM44,ENSMUSG00000022537,ENSMMUG00000010706,Daneman,lung_only,BBB,72.95988934993085,0.11629454439830861,0.5060072753573197,0.2298278109068424
TMUB1,ENSMUSG00000028958,ENSMMUG00000020466,Munji,NA,BBB,85.20475561426684,0.3732431973099094,0.8548284207347665,0.4366293729320426
TNFAIP1,ENSMUSG00000017615,ENSMMUG00000019145,Daneman,lung_only,BBB,91.27234490010515,0.012920631559870737,0.355121589288525,0.0363836836441198
TNFAIP2,ENSMUSG00000021281,ENSMMUG00000021634,Daneman,lung_only,BBB,66.66666666666667,0.22882721541064815,0.6160914469296821,0.37141761430225706
TNFAIP8L1,ENSMUSG00000044469,ENSMMUG00000010998,Daneman,lung_only,BBB,80.5704099821747,0.11518372633470475,0.7363034217131156,0.15643513657279126
TNFRSF19,ENSMUSG00000060548,ENSMMUG00000004237,Munji,NA,BBB,75.07936507936508,0.2080094556143531,0.7186705064755595,0.28943647156811086
TNFRSF21,ENSMUSG00000023915,ENSMMUG00000011905,Daneman,liver_and_lung,BBB,87.06240487062405,0.0626126299606888,0.4362502853034837,0.14352455934127684
TNFSF10,ENSMUSG00000039304,ENSMMUG00000019302,Daneman,liver_only,BBB,72.26027397260275,0.23492024355165014,0.7670800347827833,0.3062525849967837
TNRC6C,ENSMUSG00000025571,ENSMMUG00000011924,Daneman,liver_only,BBB,87.15706447187928,0.054880293145897416,0.28719657453502234,0.19108965082452614
TNS1,ENSMUSG00000055322,ENSMMUG00000013785,Daneman,liver_only,BBB,83.1858407079646,0.07769643641069117,0.47726084346041464,0.16279658697191138
TNS3,ENSMUSG00000020422,ENSMMUG00000019393,Daneman,liver_and_lung,BBB,80.21680216802169,0.10785862773111853,0.6269222233451728,0.17204467111661695
TOB1,ENSMUSG00000037573,ENSMMUG00000022740,Both,liver_only,BBB,87.97061524334252,0.018364529182300526,0.34058817814424935,0.05392004291623591
TOMM20,ENSMUSG00000093904,ENSMMUG00000058824,Daneman,lung_only,BBB,91.78082191780823,0.003526644712384,0.3835308905415676,0.009195203826748285
TOP1MT,ENSMUSG00000000934,ENSMMUG00000022933,Munji,NA,BBB,74.45378151260505,0.1522989298076301,0.8019456298777599,0.18991178969432745
TOP2A,ENSMUSG00000020914,ENSMMUG00000008941,Daneman,lung_only,BBB,86.60152008686211,0.05792680226837639,0.4403015726602233,0.13156165197955805
TOR3A,ENSMUSG00000060519,ENSMMUG00000006261,Daneman,liver_only,BBB,74.33993399339934,0.18193550065065367,0.5688077437395131,0.3198541205760579
TP53I11,ENSMUSG00000068735,ENSMMUG00000059728,Daneman,lung_only,BBB,41.29955947136564,0.378657863189917,1.2529313711385595,0.3022175610830339
TP53INP1,ENSMUSG00000028211,ENSMMUG00000057219,Daneman,liver_only,BBB,87.32782369146005,0.053136846797291575,0.45793470259456037,0.11603585947129477
TPCN1,ENSMUSG00000032741,ENSMMUG00000004435,Daneman,lung_only,BBB,79.28838951310861,0.05705842686687815,0.5017456729712679,0.11371981850682657
TPD52,ENSMUSG00000027506,ENSMMUG00000022369,Both,liver_only,BBB,54.23572744014733,0.17578403104213924,0.8761512175619031,0.20063206843597123
TPRN,ENSMUSG00000048707,ENSMMUG00000001677,Munji,NA,BBB,71.35416666666667,0.1720977876825961,0.6346617097155408,0.2711645984751961
TRAPPC1,ENSMUSG00000049299,ENSMMUG00000055778,Daneman,lung_only,BBB,72.28915662650603,0.20599917228011555,0.7169542343055728,0.2873254141244345
TRIM47,ENSMUSG00000020773,ENSMMUG00000009377,Daneman,liver_only,BBB,83.72213582166926,0.0582588576331549,0.6280724574199191,0.09275817932293752
TRIM6,ENSMUSG00000072244,ENSMMUG00000013490,Munji,NA,BBB,71.66666666666667,0.1192066387565871,0.5359271151469962,0.222430691389613
TRIP6,ENSMUSG00000023348,ENSMMUG00000021252,Daneman,lung_only,BBB,82.81358281358281,0.07282345098987772,0.5517522702600077,0.13198577498477787
TRPC1,ENSMUSG00000032839,ENSMMUG00000012405,Daneman,liver_and_lung,BBB,84.35129740518963,0.0011449287538148846,0.4363436946603878,0.002623914973048936
TRPM6,ENSMUSG00000024727,ENSMMUG00000013102,Munji,NA,BBB,80.5650824759105,0.12400452227797343,0.5289770637884614,0.23442324963935107
TRRAP,ENSMUSG00000045482,ENSMMUG00000023318,Daneman,liver_and_lung,BBB,87.12803361632793,0.005177504993490447,0.63887096116402875,0.008104148268152594
TSC22D1,ENSMUSG00000022010,ENSMMUG00000003753,Munji,NA,BBB,86.40148011100833,0.06890183407359957,0.3489434001202498,0.19745848194823348
TSC22D3,ENSMUSG00000031431,ENSMMUG00000057348,Daneman,liver_only,BBB,56.86274509803921,0.06023273064027446,0.44714645469528347,0.1347047035882711
TSC22D4,ENSMUSG00000144223,ENSMMUG00000041566,Daneman,lung_only,BBB,NA,NA,NA,NA
TSC22D4,ENSMUSG00000144222,ENSMMUG00000041566,Daneman,lung_only,BBB,NA,NA,NA,NA
TSPAN18,ENSMUSG00000027217,ENSMMUG00000000368,Daneman,lung_only,BBB,87.28246318607765,0.05008270766839476,0.41275595351839306,0.1213373356373962
TSPAN2,ENSMUSG00000027858,ENSMMUG00000017421,Daneman,lung_only,BBB,54.37956204379562,0.41327239749930433,1.7536436728455693,0.23566497795341929
TSPAN4,ENSMUSG00000025511,ENSMMUG00000031282,Daneman,lung_only,BBB,62.23277909738717,0.2345298884183508,0.902227236176607,0.25994547605570467
TSPAN5,ENSMUSG00000028152,ENSMMUG00000011702,Munji,NA,BBB,93.3085501858736,0,0.31285205339782307,0
TSPAN7,ENSMUSG00000058254,ENSMMUG00000006876,Daneman,lung_only,BBB,58.85810243492863,0.0032038395855664018,0.27599042046966876,0.011608517354023533
TSPYL1,ENSMUSG00000047514,ENSMMUG00000061148,Daneman,liver_only,BBB,69.00452488687783,0.20769721710217595,0.5612133059061577,0.37008605269402806
TSPYL4,ENSMUSG00000039485,ENSMMUG00000014643,Daneman,liver_only,BBB,79.88782051282051,0.12836311926839034,0.5605205180302556,0.22900699464040242
TTLL7,ENSMUSG00000036745,ENSMMUG00000016591,Munji,NA,BBB,82.21014492753623,0.0644118826006443,0.5248479632249778,0.12272484055165121
TTYH2,ENSMUSG00000034714,ENSMMUG00000003981,Munji,NA,BBB,80.02436053593179,0.12267742087357908,0.52695822542731,0.23280293380770375
TTYH3,ENSMUSG00000036565,ENSMMUG00000019005,Daneman,lung_only,BBB,64.27824267782427,0.1415340054972466,0.7645570371777306,0.18511896250370302
TUBB6,ENSMUSG00000001473,ENSMMUG00000007588,Daneman,lung_only,BBB,89.88095238095238,0.011335261666001137,0.5203840890423297,0.02178249086527911
TXNIP,ENSMUSG00000038393,ENSMMUG00000007338,Daneman,liver_only,BBB,87.85594639865997,0.018462230678400082,0.46991485221175755,0.039288459582631906
TXNL1,ENSMUSG00000024583,ENSMMUG00000012915,Daneman,lung_only,BBB,91.9226393629124,0.015591230191160885,0.31677444978384833,0.04921871130010514
TYMP,ENSMUSG00000022615,ENSMMUG00000001764,Munji,NA,BBB,41.90154077414506,0.17870272521506253,1.0988637273964865,0.16262501050831749
UAP1,ENSMUSG00000026670,ENSMMUG00000019514,Daneman,liver_only,BBB,83.69434416365824,0.03522263046600247,0.43819637602947126,0.08038092597925443
UBE2A,ENSMUSG00000016308,ENSMMUG00000022667,Daneman,lung_only,BBB,87.70370370370371,0.025405234986095825,0.3650976335904761,0.06958477034280768
UBE2B,ENSMUSG00000020390,ENSMMUG00000016641,Daneman,liver_only,BBB,95.2069716775599,0,0.25829911023445196,0
UBE2D3,ENSMUSG00000078578,ENSMMUG00000011201,Daneman,lung_only,BBB,90.88888888888889,0.03553737499697003,0.23552212701253583,0.15088762762013663
UBE2E2,ENSMUSG00000058317,ENSMMUG00000013069,Daneman,lung_only,BBB,91.41914191419141,0.0025397633297295744,0.3722237398541984,0.006823216946679463
UBE2I,ENSMUSG00000015120,ENSMMUG00000044277,Daneman,lung_only,BBB,61.430395913154534,0.0647206926306341,0.6437878606838847,0.1005310857553021
UBE2M,ENSMUSG00000005575,ENSMMUG00000060050,Daneman,lung_only,BBB,94.7463768115942,0,0.25844132680521337,0
UBE2N,ENSMUSG00000074781,ENSMMUG00000020634,Daneman,liver_only,BBB,70.61611374407583,0,0.11566161918072951,0
UBE3B,ENSMUSG00000029577,ENSMMUG00000019650,Daneman,liver_and_lung,BBB,78.35314091680814,0.040806408648780816,0.5772955317100257,0.07068547460935101
UBL3,ENSMUSG00000001687,ENSMMUG00000003771,Daneman,liver_only,BBB,88.70056497175142,0.003326563402887717,0.6048415725007623,0.005499892127344677
UBTD1,ENSMUSG00000025171,ENSMMUG00000063092,Daneman,lung_only,BBB,91.08187134502924,0.008180428292022063,0.3489567056158417,0.02344253072192774
UCHL1,ENSMUSG00000029223,ENSMMUG00000013071,Daneman,liver_and_lung,BBB,56.97674418604651,0.02127356999004367,0.543191521951971,0.0391640317094726
UCP2,ENSMUSG00000033685,ENSMMUG00000002605,Daneman,liver_only,BBB,89.03225806451613,0.02927584293754415,0.411271504232587,0.07118373783802862
UFC1,ENSMUSG00000062963,ENSMMUG00000022632,Daneman,lung_only,BBB,91.86507936507937,0.014178733323444373,0.3306734269326014,0.0428783572208066
UNC13B,ENSMUSG00000028456,ENSMMUG00000016308,Daneman,liver_only,BBB,37.07498482088646,0.22334568807603639,0.7782408670142024,0.2869878691065455
UNC13C,ENSMUSG00000062151,ENSMMUG00000015038,Munji,NA,BBB,84.63963963963964,0.0457990474326413,0.6583611342984104,0.06956523562322303
UQCRC1,ENSMUSG00000025651,ENSMMUG00000014705,Daneman,lung_only,BBB,84.96188496188496,0.09459967194787942,0.5088508494147084,0.18590844853003602
UROD,ENSMUSG00000028684,ENSMMUG00000016623,Daneman,lung_only,BBB,89.22101449275362,0.03280166220660971,0.3561033933280982,0.09211274821070768
USP18,ENSMUSG00000030107,ENSMMUG00000003272,Daneman,liver_only,BBB,75.73333333333333,0.18463550916394006,0.6414679118374158,0.28783280621952156
USP3,ENSMUSG00000032376,ENSMMUG00000012114,Daneman,lung_only,BBB,87.27735368956743,0.05795105161077173,0.4568445927511683,0.12685068955677933
USP33,ENSMUSG00000025437,ENSMMUG00000018326,Munji,NA,BBB,86.22076023391813,0.03444290592389097,0.5352405392050703,0.06435033111476375
USP42,ENSMUSG00000051306,ENSMMUG00000020321,Munji,NA,BBB,73.24888226527571,0.1955513921643739,0.7715435792931562,0.25345475928077427
USP53,ENSMUSG00000039701,ENSMMUG00000008705,Munji,NA,BBB,78.51037851037852,0.14130131432868165,0.5013003353804456,0.2818695786856907
USP54,ENSMUSG00000034235,ENSMMUG00000001821,Both,liver_only,BBB,78.69496855345912,0.12131357071662989,0.3959119828447727,0.3064155064086402
UTP14C,ENSMUSG00000079470,ENSMMUG00000016517,Munji,NA,BBB,73.81848598912589,0.21970555963680463,0.46060397511418005,0.47699449311600356
UTP14C,ENSMUSG00000063785,ENSMMUG00000016517,Munji,NA,BBB,81.0077519379845,0.1520469339743563,0.44416287941981764,0.3423224700203803
UTRN,ENSMUSG00000019820,ENSMMUG00000019438,Both,liver_only,BBB,83.37837837837837,0.07704934351538795,0.5939022452134222,0.12973404989856507
VAMP4,ENSMUSG00000026696,ENSMMUG00000023203,Daneman,liver_only,BBB,90.84507042253522,0.04212473078697389,0.40395866416462745,0.10427980514809944
VANGL2,ENSMUSG00000026556,ENSMMUG00000020295,Munji,NA,BBB,82.51461988304094,0.002277121995627556,0.4631635517859946,0.004916453349679172
VASP,ENSMUSG00000030403,ENSMMUG00000022938,Daneman,lung_only,BBB,68.2983682983683,0.22742614281266016,0.5943986569772313,0.3826155058445427
VAV3,ENSMUSG00000033721,ENSMMUG00000019714,Daneman,lung_only,BBB,65.8104517271922,0.07419288375660936,0.5192085302119775,0.14289611868726154
VCAM1,ENSMUSG00000027962,ENSMMUG00000022906,Daneman,liver_only,BBB,80.18018018018019,0.1432981957099092,0.5646351609910494,0.2537890050247522
VCP,ENSMUSG00000028452,ENSMMUG00000020190,Daneman,lung_only,BBB,89.48220064724919,0.002899864520254883,0.38558928671970083,0.007520604488067383
VIL1,ENSMUSG00000026175,ENSMMUG00000016899,Munji,NA,BBB,86.07085346215781,0.060634032263261806,0.47588513249098313,0.12741316784972406
VPS36,ENSMUSG00000031479,ENSMMUG00000011360,Daneman,liver_only,BBB,90.0947459086994,0.02155271785894491,0.3994931726030749,0.05395015318662049
VPS41,ENSMUSG00000041236,ENSMMUG00000010042,Daneman,liver_only,BBB,90.60428849902534,0.012811427747377237,0.4227892774739777,0.030302158616512614
VSTM2B,ENSMUSG00000039257,ENSMMUG00000007392,Munji,NA,BBB,84.38228438228438,0.06486698166204835,0.5378981561956566,0.12059342631108304
VTN,ENSMUSG00000017344,ENSMMUG00000019148,Daneman,liver_and_lung,BBB,73.44398340248962,0.15075342222298588,0.5602546559512339,0.2690801774186556
VWA1,ENSMUSG00000042116,ENSMMUG00000053801,Munji,NA,BBB,52.91806958473625,0.27178303723393693,0.7711916619269452,0.35241957434400123
WASF3,ENSMUSG00000029636,ENSMMUG00000005055,Munji,NA,BBB,86.34857521537442,0.03005053177809439,0.6040589473282798,0.0497476809357866
WDR1,ENSMUSG00000005103,ENSMMUG00000000960,Daneman,lung_only,BBB,86.44808743169399,0.03264713327299403,0.5878955086875455,0.055532203921539604
WDR26,ENSMUSG00000038733,ENSMMUG00000012227,Daneman,lung_only,BBB,81.24156545209176,0.012307681971982534,0.34273943160134657,0.035909734443097495
WDR6,ENSMUSG00000066357,ENSMMUG00000005649,Daneman,lung_only,BBB,81.31487889273356,0.07823800504956202,0.5464630048492887,0.1431716408160871
WDR83,ENSMUSG00000005150,ENSMMUG00000016868,Munji,NA,BBB,87.9746835443038,0.0414908714626922,0.3939802769651426,0.10531205212174392
WFDC1,ENSMUSG00000023336,ENSMMUG00000004442,Daneman,liver_only,BBB,73.45399698340874,0.17548682018618625,0.8434733855893392,0.20805258729482343
WNK1,ENSMUSG00000045962,ENSMMUG00000018650,Daneman,liver_only,BBB,80.1445726944153,0.07462093626732537,0.34389605918510713,0.216986889713556
WNK2,ENSMUSG00000037989,ENSMMUG00000013881,Munji,NA,BBB,77.47474747474747,0.11070656510767671,0.5311786859257153,0.20841680594683895
WNT5A,ENSMUSG00000021994,ENSMMUG00000061281,Munji,NA,BBB,74.15406767458603,0.00978653108732571,0.48983710096132194,0.01997915443342146
WSB2,ENSMUSG00000029364,ENSMMUG00000010236,Daneman,lung_only,BBB,87.20456397718011,0.02604943634632735,0.5057720669105332,0.051504300159255875
WSB2,ENSMUSG00000029364,ENSMMUG00000044974,Daneman,lung_only,BBB,83.16993464052288,0.07613139021429591,0.5524621867526472,0.13780380275760312
WWTR1,ENSMUSG00000027803,ENSMMUG00000018982,Daneman,lung_only,BBB,70.31039136302294,0.04644719511451496,0.44388164102940186,0.10463869378963206
XDH,ENSMUSG00000024066,ENSMMUG00000000561,Daneman,liver_only,BBB,85.51483420593368,0.05901205841354097,0.505662016647096,0.11670257300485708
YWHAB,ENSMUSG00000018326,ENSMMUG00000013206,Daneman,liver_and_lung,BBB,81.76100628930817,0.048907802229081934,0.5243245965215311,0.09327771871383791
ZBTB20,ENSMUSG00000022708,ENSMMUG00000020641,Daneman,liver_only,BBB,90.78483245149911,0.009419494720362371,0.3121346272972143,0.030177666611122696
ZBTB34,ENSMUSG00000068966,ENSMMUG00000050175,Daneman,lung_only,BBB,87.47591522157997,0.036005363627786176,0.49394209307763515,0.07289389613151889
ZBTB41,ENSMUSG00000033964,ENSMMUG00000058395,Daneman,liver_only,BBB,88.32784485912916,0.029684940244579898,0.4501080359177646,0.06595070044473363
ZBTB45,ENSMUSG00000049600,ENSMMUG00000017874,Munji,NA,BBB,80.55022392834293,0.06492847307400355,0.7632877000992764,0.08506422030062673
ZC3H4,ENSMUSG00000059273,ENSMMUG00000014709,Munji,NA,BBB,73.89244254915897,0.04211900291894805,0.5538497298872757,0.07604770869441514
ZCCHC2,ENSMUSG00000038866,ENSMMUG00000004434,Daneman,liver_only,BBB,87.3271239062941,0.06930699208508699,0.30859761923096785,0.22458693057257395
ZDHHC14,ENSMUSG00000034265,ENSMMUG00000015872,Daneman,liver_only,BBB,89.79591836734694,0.025278953242439665,0.4143950853336622,0.06100205851159066
ZFP3,ENSMUSG00000043602,ENSMMUG00000056095,Munji,NA,BBB,83.1023102310231,0.07429840185602565,0.5460185351288004,0.1360730397888405
ZFP37,ENSMUSG00000028389,ENSMMUG00000002079,Daneman,liver_only,BBB,75.05241090146751,0.16094336248507302,0.5525424556121573,0.29127782100791727
ZHX3,ENSMUSG00000035877,ENSMMUG00000005904,Daneman,liver_only,BBB,83.43642611683849,0.07973307777235644,0.48005670645865295,0.1660909569632766
ZIC1,ENSMUSG00000032368,ENSMMUG00000004742,Daneman,liver_and_lung,BBB,90.99702380952381,0.00348139315593227,0.436594947792033,0.00797396573995765
ZIC2,ENSMUSG00000061524,ENSMMUG00000014822,Munji,NA,BBB,91.33709981167608,0.006026013496817336,0.3745567283375903,0.01608838672732653
ZIC3,ENSMUSG00000067860,ENSMMUG00000002023,Munji,NA,BBB,92.87749287749288,0.007844616369281833,0.2734091518545587,0.028691857299110505
ZIC5,ENSMUSG00000041703,ENSMMUG00000014821,Both,liver_only,BBB,85.73596358118361,0.053813171001357546,0.2506520684079403,0.21469270667966617
ZMYND19,ENSMUSG00000026974,ENSMMUG00000019610,Munji,NA,BBB,90.78947368421052,0,0.39769616946519337,0
ZNF219,ENSMUSG00000049295,ENSMMUG00000006461,Munji,NA,BBB,81.9216757741348,0.0682403457329999,0.6171620347314868,0.11057119831210896
ZNF250,ENSMUSG00000054967,ENSMMUG00000011548,Munji,NA,BBB,79.55635491606715,0.0704267530248385,0.6778261178056038,0.10390091378130763
ZNF274,ENSMUSG00000058638,ENSMMUG00000020505,Daneman,liver_only,BBB,56.848772763262076,0.2635106888136154,0.6073904905404679,0.43384065591665494
ZNF274,ENSMUSG00000021514,ENSMMUG00000020505,Daneman,liver_only,BBB,55.464799688837026,0.29725885613525993,0.6605661479512022,0.4500061909881874
ZNF366,ENSMUSG00000050919,ENSMMUG00000003586,Munji,NA,BBB,83.5111111111111,0.07873458478384292,0.5771447803849012,0.13642085566698595
ZNF423,ENSMUSG00000045333,ENSMMUG00000021261,Munji,NA,BBB,86.93195774993859,0.013058326936951577,0.3898884417343236,0.03349246999696836
ZNF521,ENSMUSG00000024420,ENSMMUG00000008600,Daneman,lung_only,BBB,88.28760162601625,0.011468323137070564,0.6028175119479702,0.0190245354684726
ZNF668,ENSMUSG00000049728,ENSMMUG00000011867,Munji,NA,BBB,84.24731182795699,0.04172621193581399,0.691693024403435,0.060324754571295006
ZNRF3,ENSMUSG00000041961,ENSMMUG00000000025,Munji,NA,BBB,84.44444444444444,0.07155290475857248,0.3597243475681424,0.19891037468632353
ZSWIM1,ENSMUSG00000017764,ENSMMUG00000042855,Munji,NA,BBB,84.53683442742523,0.08497291635744389,0.5009318714336813,0.16962968659640076
ZWINT,ENSMUSG00000019923,ENSMMUG00000022376,Daneman,lung_only,BBB,63.732394366197184,0.24652322129852364,0.7280458435478346,0.33860947560279064
NA,ENSMUSG00000026761,ENSMMUG00000000043,Liver_Control,NA,Liver_Control,87.87185354691076,0.05570895212327775,0.38090301953741545,0.1462549501207237
NA,ENSMUSG00000020120,ENSMMUG00000009195,Liver_Control,NA,Liver_Control,88.12915479582146,0.04211557840987301,0.4424846844433693,0.09517974269064923
NA,ENSMUSG00000017144,ENSMMUG00000016040,Liver_Control,NA,Liver_Control,92.78911564625851,4.7197378612153244e-4,0.385512227749042,0.001224277084224614
NA,ENSMUSG00000024251,ENSMMUG00000000642,Liver_Control,NA,Liver_Control,76.46963562753037,0.1253681785331163,0.5181116729076447,0.24197134534636056
NA,ENSMUSG00000026028,ENSMMUG00000023812,Liver_Control,NA,Liver_Control,85.22561863173217,0.06389819737883098,0.4645626663441621,0.137544839497484
NA,ENSMUSG00000046679,ENSMMUG00000039823,Liver_Control,NA,Liver_Control,87.42028985507247,0.04094201470393298,0.442278426992458,0.09257067992744568
NA,ENSMUSG00000071337,ENSMMUG00000001126,Liver_Control,NA,Liver_Control,91.81739879414297,0.01426938006516797,0.38193941889021077,0.03736032302355712
NA,ENSMUSG00000029998,ENSMMUG00000007959,Liver_Control,NA,Liver_Control,77.14097496706192,0.1180970921136173,0.9462185410153625,0.12480953077382143
NA,ENSMUSG00000024140,ENSMMUG00000023326,Liver_Control,NA,Liver_Control,83.99545970488082,0.07409683887245111,0.5207961667994798,0.14227608342013842
NA,ENSMUSG00000026021,ENSMMUG00000005240,Liver_Control,NA,Liver_Control,95.7516339869281,0,0.20434523902136717,0
NA,ENSMUSG00000015839,ENSMMUG00000001861,Liver_Control,NA,Liver_Control,82.18201754385964,0.09489427846996418,0.48559163938698957,0.19541991824603616
NA,ENSMUSG00000005370,ENSMMUG00000022842,Liver_Control,NA,Liver_Control,84.3956043956044,0.07882965840039287,0.4719950517809326,0.16701373902745942
NA,ENSMUSG00000033735,ENSMMUG00000009485,Liver_Control,NA,Liver_Control,78.58048162230672,0.17755799342271494,0.48336398911549316,0.3673380670074905
NA,ENSMUSG00000034926,ENSMMUG00000021577,Liver_Control,NA,Liver_Control,90.990990990991,0.014899265144560045,0.3898683158724623,0.03821614770417518
NA,ENSMUSG00000014226,ENSMMUG00000001571,Liver_Control,NA,Liver_Control,88.02308802308802,0.032265151439403436,0.4621320528409038,0.06981803413344112
NA,ENSMUSG00000028603,ENSMMUG00000004952,Liver_Control,NA,Liver_Control,85.94890510948905,0.05768521360281756,0.5227038693075774,0.11035926265331229
NA,ENSMUSG00000033544,ENSMMUG00000017553,Liver_Control,NA,Liver_Control,88.88888888888889,0.0320526031133321,0.4265820188710848,0.07513819545923842
NA,ENSMUSG00000033557,ENSMMUG00000006260,Liver_Control,NA,Liver_Control,91.46341463414635,0.011943773991533301,0.3279455732042795,0.036419988459772394
NA,ENSMUSG00000028618,ENSMMUG00000007183,Liver_Control,NA,Liver_Control,77.89757412398922,0.03519194056729581,0.3543486089691591,0.09931445948009567
NA,ENSMUSG00000028617,ENSMMUG00000007182,Liver_Control,NA,Liver_Control,78.17109144542773,0.08947980693817237,0.58465495952679,0.15304720413317938
NA,ENSMUSG00000029029,ENSMMUG00000055868,Liver_Control,NA,Liver_Control,79.1927627000696,0.08422882198180179,0.6994702496493732,0.12041801924245323
NA,ENSMUSG00000028622,ENSMMUG00000020972,Liver_Control,NA,Liver_Control,70.65292096219932,0.136783558654898,0.5970796476117634,0.22908762541482272
NA,ENSMUSG00000039662,ENSMMUG00000018350,Liver_Control,NA,Liver_Control,88.88888888888889,0.020347183631131978,0.4508704730246325,0.04512866742999235
