GeneSymbol_Human,HumanEnsembl,MouseEnsembl,MacaqueEnsembl,Source,Daneman_Filter,Mouse_OrthoType,Macaque_OrthoType,Human_BBB_Datasets_N,PctId_Human_Mouse,PctId_Human_Macaque,dN_Human_Mouse,dS_Human_Mouse,dNdS_Human_Mouse,dN_Human_Macaque,dS_Human_Macaque,dNdS_Human_Macaque,Gene_Set
NA,ENSG00000107438,ENSMUSG00000055044,NA,Liver_Control,NA,ortholog_one2one,NA,NA,86.86868686868686,NA,0.6372550438826607,1.1026941094337208,0.5779073620062392,NA,NA,NA,Liver_Control
NA,ENSG00000107521,ENSMUSG00000025188,NA,Liver_Control,NA,ortholog_one2one,NA,NA,74.8835239305379,NA,0.8716966758530735,1.6218674192187386,0.5374648171137034,NA,NA,NA,Liver_Control
NA,ENSG00000107537,ENSMUSG00000026664,NA,Liver_Control,NA,ortholog_one2one,NA,NA,79.64601769911505,NA,0.1474904847671863,0.5743397697037822,0.25680005555466767,NA,NA,NA,Liver_Control
NA,ENSG00000107554,ENSMUSG00000025195,NA,Liver_Control,NA,ortholog_one2one,NA,NA,77.56852898095836,NA,1.4902476534312572,9.999999,0.14902478024560373,NA,NA,NA,Liver_Control
NA,ENSG00000107566,ENSMUSG00000025198,NA,Liver_Control,NA,ortholog_one2one,NA,NA,91.40401146131805,NA,0.02533588828536115,0.30808167490581095,0.08223756993371004,NA,NA,NA,Liver_Control
NA,ENSG00000107581,ENSMUSG00000024991,NA,Liver_Control,NA,ortholog_one2one,NA,NA,85.82071617399663,NA,0.14966166805263237,0.7405074066521331,0.20210691575558903,NA,NA,NA,Liver_Control
NA,ENSG00000107625,ENSMUSG00000020076,NA,Liver_Control,NA,ortholog_one2one,NA,NA,92.09575429087624,NA,1.3016596262761744,2.2741740344743056,0.5723658816538479,NA,NA,NA,Liver_Control
NA,ENSG00000107643,ENSMUSG00000021936,NA,Liver_Control,NA,ortholog_one2one,NA,NA,94.0809968847352,NA,0.004503769803186588,0.2531119744371127,0.01779358646781675,NA,NA,NA,Liver_Control
NA,ENSG00000107651,ENSMUSG00000055319,NA,Liver_Control,NA,ortholog_one2one,NA,NA,84.61282818212031,NA,2.090397250349847,9.999999,0.20903974593895927,NA,NA,NA,Liver_Control
NA,ENSG00000107669,ENSMUSG00000030850,NA,Liver_Control,NA,ortholog_one2one,NA,NA,84.070796460177,NA,1.0267987686873048,2.173853405635663,0.4723403915026439,NA,NA,NA,Liver_Control
NA,ENSG00000107672,ENSMUSG00000040331,NA,Liver_Control,NA,ortholog_one2one,NA,NA,87.73747841105354,NA,1.6127159646060927,9.999999,0.1612716125877705,NA,NA,NA,Liver_Control
NA,ENSG00000107679,ENSMUSG00000040268,NA,Liver_Control,NA,ortholog_one2one,NA,NA,86.02430555555556,NA,0.18004438319815952,0.7853416612355235,0.22925612136112605,NA,NA,NA,Liver_Control
NA,ENSG00000107736,ENSMUSG00000012819,NA,Liver_Control,NA,ortholog_one2one,NA,NA,88.05762543467462,NA,0.030122074947344146,0.47451519788430596,0.06347968427912896,NA,NA,NA,Liver_Control
NA,ENSG00000107745,ENSMUSG00000020111,NA,Liver_Control,NA,ortholog_one2one,NA,NA,86.50137741046832,NA,1.1812988284906658,9.999999,0.11812989466205603,NA,NA,NA,Liver_Control
NA,ENSG00000107758,NA,ENSMMUG00000015714,Liver_Control,NA,NA,ortholog_one2one,NA,NA,99.30291508238277,NA,NA,NA,0.0014808170046907861,0.01600748266987455,0.09250779996017894,Liver_Control
NA,ENSG00000107771,NA,ENSMMUG00000019720,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.93256997455471,NA,NA,NA,0.015516218521553934,0.03353958222852288,0.4626240844573956,Liver_Control
NA,ENSG00000107796,NA,ENSMMUG00000009341,Liver_Control,NA,NA,ortholog_one2one,NA,NA,90.2676399026764,NA,NA,NA,4.252687407455156,9.999999,0.42526878327239387,Liver_Control
NA,ENSG00000107798,NA,ENSMMUG00000056618,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.75,NA,NA,NA,0.009010500882167649,0.055927855782929074,0.16110935697481066,Liver_Control
NA,ENSG00000107816,NA,ENSMMUG00000010674,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.1592039800995,NA,NA,NA,0.004920566684161879,0.04701399164779853,0.10466175093201832,Liver_Control
NA,ENSG00000107829,NA,ENSMMUG00000052198,Liver_Control,NA,NA,ortholog_one2one,NA,NA,93.15375982042649,NA,NA,NA,2.602833573010822,9.999999,0.2602833833294205,Liver_Control
NA,ENSG00000107833,NA,ENSMMUG00000015774,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.13780260707635,NA,NA,NA,0.0028901814577496645,0.055214844621258925,0.052344283092248006,Liver_Control
NA,ENSG00000107854,NA,ENSMMUG00000007478,Liver_Control,NA,NA,ortholog_one2one,NA,NA,93.78531073446328,NA,NA,NA,2.1932366418432285,9.999999,0.21932368611669145,Liver_Control
NA,ENSG00000107862,NA,ENSMMUG00000002985,Liver_Control,NA,NA,ortholog_one2one,NA,NA,91.46464646464646,NA,NA,NA,2.2663363137058026,9.999999,0.22663365403394564,Liver_Control
NA,ENSG00000107863,NA,ENSMMUG00000016123,Liver_Control,NA,NA,ortholog_one2one,NA,NA,95.58333333333333,NA,NA,NA,2.4059809443166724,9.999999,0.24059811849147908,Liver_Control
NA,ENSG00000107864,NA,ENSMMUG00000015050,Liver_Control,NA,NA,ortholog_one2one,NA,NA,89.4234937147811,NA,NA,NA,9.999999,9.999999,1,Liver_Control
NA,ENSG00000107872,NA,ENSMMUG00000056510,Liver_Control,NA,NA,ortholog_one2one,NA,NA,81.21546961325967,NA,NA,NA,9.999999,9.999999,1,Liver_Control
NA,ENSG00000107874,NA,ENSMMUG00000055748,Liver_Control,NA,NA,ortholog_one2many,NA,NA,60.53249804228661,NA,NA,NA,2.057137307353561,9.999999,0.2057137513067312,Liver_Control
NA,ENSG00000107902,NA,ENSMMUG00000015215,Liver_Control,NA,NA,ortholog_one2one,NA,NA,73.23529411764706,NA,NA,NA,2.7224451177427778,9.999999,0.27224453899873163,Liver_Control
NA,ENSG00000107937,NA,ENSMMUG00000010813,Liver_Control,NA,NA,ortholog_one2one,NA,NA,90.0262467191601,NA,NA,NA,2.1694496884451184,9.999999,0.21694499053901087,Liver_Control
NA,ENSG00000107949,NA,ENSMMUG00000046184,Liver_Control,NA,NA,ortholog_one2one,NA,NA,58.61713106295149,NA,NA,NA,0.07786006641435982,0.10641886435069105,0.7316378246415126,Liver_Control
NA,ENSG00000107957,NA,ENSMMUG00000007067,Liver_Control,NA,NA,ortholog_one2one,NA,NA,95.03233392122281,NA,NA,NA,1.0213888505983117,1.501690472567216,0.6801593732243607,Liver_Control
NA,ENSG00000107960,NA,ENSMMUG00000015323,Liver_Control,NA,NA,ortholog_one2one,NA,NA,96.09929078014184,NA,NA,NA,0.12491763314613455,0.1646109325676877,0.7588659586432308,Liver_Control
NA,ENSG00000107968,NA,ENSMMUG00000004930,Liver_Control,NA,NA,ortholog_one2one,NA,NA,80.10471204188482,NA,NA,NA,9.999999,9.999999,1,Liver_Control
NA,ENSG00000108010,NA,ENSMMUG00000018429,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.80952380952381,NA,NA,NA,0.005412371256006532,0.026983742202632034,0.2005789714177821,Liver_Control
NA,ENSG00000108039,NA,ENSMMUG00000015117,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.2636815920398,NA,NA,NA,2.821176226156725,9.999999,0.28211765082743756,Liver_Control
NA,ENSG00000108055,NA,ENSMMUG00000007982,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.72080088987764,NA,NA,NA,0.0028926873300134655,0.0446114834746532,0.0648417650504045,Liver_Control
NA,ENSG00000108061,NA,ENSMMUG00000017206,Liver_Control,NA,NA,ortholog_one2one,NA,NA,95.40420819490586,NA,NA,NA,0.010874945569808135,0.048696785591735396,0.22331957720950238,Liver_Control
NA,ENSG00000108064,NA,ENSMMUG00000019829,Liver_Control,NA,NA,ortholog_one2one,NA,NA,93.92712550607287,NA,NA,NA,0.07079009168171432,0.04516597106686166,1.567332440985712,Liver_Control
NA,ENSG00000108091,NA,ENSMMUG00000018198,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.66666666666667,NA,NA,NA,0.0011007159095855164,0.04752073392709044,0.02316285584465741,Liver_Control
NA,ENSG00000108094,NA,ENSMMUG00000002469,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.52281616688397,NA,NA,NA,2.079482686873223,9.999999,0.20794828948215122,Liver_Control
NA,ENSG00000108100,NA,ENSMMUG00000006713,Liver_Control,NA,NA,ortholog_one2one,NA,NA,96.10636277302945,NA,NA,NA,1.302508312789537,9.999999,0.1302508443040381,Liver_Control
NA,ENSG00000108106,NA,ENSMMUG00000016507,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.50523168908819,NA,NA,NA,0.0018565619880766893,0.04216709282758693,0.044028693077509784,Liver_Control
NA,ENSG00000108107,NA,ENSMMUG00000002324,Liver_Control,NA,NA,ortholog_one2one,NA,NA,74.46393762183236,NA,NA,NA,0.16030830429034146,0.31306604687670003,0.5120590555560256,Liver_Control
NA,ENSG00000108175,NA,ENSMMUG00000008790,Liver_Control,NA,NA,ortholog_one2one,NA,NA,82.6597879048438,NA,NA,NA,2.2404040672127143,9.999999,0.22404042912531433,Liver_Control
NA,ENSG00000108176,NA,ENSMMUG00000055640,Liver_Control,NA,NA,ortholog_one2one,NA,NA,74.47698744769875,NA,NA,NA,1.0250104147789072,3.4363604899326736,0.2982837271531397,Liver_Control
NA,ENSG00000108179,NA,ENSMMUG00000003189,Liver_Control,NA,NA,ortholog_one2one,NA,NA,65.16129032258064,NA,NA,NA,9.999999,2.443175336310912,4.093033705513564,Liver_Control
NA,ENSG00000108187,NA,ENSMMUG00000015125,Liver_Control,NA,NA,ortholog_one2one,NA,NA,53.52564102564103,NA,NA,NA,3.3883455431559524,9.999999,0.33883458819905404,Liver_Control
NA,ENSG00000108219,NA,ENSMMUG00000013895,Liver_Control,NA,NA,ortholog_one2one,NA,NA,67.90780141843972,NA,NA,NA,2.9790810682590623,9.999999,0.2979081366167199,Liver_Control
NA,ENSG00000108242,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control
NA,ENSG00000108256,NA,ENSMMUG00000012856,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.8984674329502,NA,NA,NA,0.004637094303790858,0.0263763260301029,0.17580516325505732,Liver_Control
NA,ENSG00000108298,NA,ENSMMUG00000004235,Liver_Control,NA,NA,ortholog_one2one,NA,NA,88.78648233486943,NA,NA,NA,2.2114828686058865,9.999999,0.22114830897541954,Liver_Control
NA,ENSG00000108312,NA,ENSMMUG00000019924,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.3442265795207,NA,NA,NA,0,0.05689149931536973,0,Liver_Control
NA,ENSG00000108344,NA,ENSMMUG00000020382,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.3208722741433,NA,NA,NA,0.002949861063594161,0.08857081717261449,0.03330511287758829,Liver_Control
NA,ENSG00000108349,NA,ENSMMUG00000045187,Liver_Control,NA,NA,ortholog_one2one,NA,NA,96.74681753889675,NA,NA,NA,1.366949185912998,9.999999,0.13669493226079302,Liver_Control
NA,ENSG00000108352,NA,ENSMMUG00000015160,Liver_Control,NA,NA,ortholog_one2one,NA,NA,90.47381546134663,NA,NA,NA,0.11220839340561126,0.16378275893553929,0.6851050387408214,Liver_Control
NA,ENSG00000108381,NA,ENSMMUG00000056697,Liver_Control,NA,NA,ortholog_one2one,NA,NA,91.41414141414141,NA,NA,NA,2.121491812110226,9.999999,0.21214920242594282,Liver_Control
NA,ENSG00000108387,NA,ENSMMUG00000065117,Liver_Control,NA,NA,ortholog_one2one,NA,NA,54.09562019391508,NA,NA,NA,1.2554499529900123,1.972463105341156,0.6364884339739629,Liver_Control
NA,ENSG00000108389,NA,ENSMMUG00000046171,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.98898071625344,NA,NA,NA,0.007446726340479283,0.05178644270846655,0.14379683081150926,Liver_Control
NA,ENSG00000108406,NA,ENSMMUG00000063317,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.88888888888889,NA,NA,NA,0.002722947505731269,0.034190466981009464,0.079640547385436,Liver_Control
NA,ENSG00000108433,NA,ENSMMUG00000018689,Liver_Control,NA,NA,ortholog_one2one,NA,NA,71.87096774193549,NA,NA,NA,2.077956359333896,9.999999,0.20779565671295525,Liver_Control
NA,ENSG00000108439,NA,ENSMMUG00000003325,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.21882951653944,NA,NA,NA,0.008321856997287337,0.04618206502628368,0.1801967277243039,Liver_Control
NA,ENSG00000108443,NA,ENSMMUG00000019305,Liver_Control,NA,NA,ortholog_one2one,NA,NA,95.16031457955233,NA,NA,NA,0.7001558653411217,1.0877108940315443,0.6436966561454857,Liver_Control
NA,ENSG00000108468,NA,ENSMMUG00000019882,Liver_Control,NA,NA,ortholog_one2one,NA,NA,83.18318318318319,NA,NA,NA,2.0730988801878927,9.999999,0.20730990874978011,Liver_Control
NA,ENSG00000108469,NA,ENSMMUG00000021635,Liver_Control,NA,NA,ortholog_one2one,NA,NA,90.88845654993514,NA,NA,NA,0.05305056796396867,0.10275899278896378,0.5162620469910469,Liver_Control
NA,ENSG00000108474,NA,ENSMMUG00000030296,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.23320158102767,NA,NA,NA,0.020417444134008013,0.047326278796881296,0.43141875197154694,Liver_Control
NA,ENSG00000108479,NA,ENSMMUG00000021765,Liver_Control,NA,NA,ortholog_one2one,NA,NA,69.74842767295597,NA,NA,NA,2.06374738496147,9.999999,0.2063747591336229,Liver_Control
NA,ENSG00000108509,NA,ENSMMUG00000009176,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.85292538915728,NA,NA,NA,0.006786229567247068,0.055787604065588865,0.12164404048018577,Liver_Control
NA,ENSG00000108510,NA,ENSMMUG00000023750,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.9272030651341,NA,NA,NA,0.005356048608174209,0.024402451952932783,0.21948813252475222,Liver_Control
NA,ENSG00000108515,NA,ENSMMUG00000012040,Liver_Control,NA,NA,ortholog_one2one,NA,NA,95.22744220730797,NA,NA,NA,9.999999,9.999999,1,Liver_Control
NA,ENSG00000108523,NA,ENSMMUG00000002769,Liver_Control,NA,NA,ortholog_one2one,NA,NA,91.11111111111111,NA,NA,NA,0.3288027450526855,0.47576793777724746,0.6910989979459893,Liver_Control
NA,ENSG00000108528,NA,ENSMMUG00000002765,Liver_Control,NA,NA,ortholog_one2one,NA,NA,92.5925925925926,NA,NA,NA,0.047687779033052186,0.13329876748288821,0.3577510875273017,Liver_Control
NA,ENSG00000108551,NA,ENSMMUG00000006493,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.51773049645391,NA,NA,NA,0.12338607166515646,0.19769724106842923,0.6241163053077137,Liver_Control
NA,ENSG00000108559,NA,ENSMMUG00000010467,Liver_Control,NA,NA,ortholog_one2one,NA,NA,94.89885664028144,NA,NA,NA,0.2366405243498204,0.322890820344368,0.732880928907919,Liver_Control
NA,ENSG00000108578,NA,ENSMMUG00000001026,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.09941520467837,NA,NA,NA,0.007615137424123719,0.04880618547413343,0.1560281212339291,Liver_Control
NA,ENSG00000108587,NA,ENSMMUG00000023698,Liver_Control,NA,NA,ortholog_one2one,NA,NA,93.88020833333333,NA,NA,NA,1.685123533302792,3.8651529273439116,0.4359784890738565,Liver_Control
NA,ENSG00000108588,NA,ENSMMUG00000016761,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.89807162534436,NA,NA,NA,0.0010626996561567683,0.030480412103096072,0.03486500289308174,Liver_Control
NA,ENSG00000108590,NA,ENSMMUG00000058158,Liver_Control,NA,NA,ortholog_one2one,NA,NA,99.24242424242425,NA,NA,NA,0,0.021587341321094928,0,Liver_Control
NA,ENSG00000108591,NA,ENSMMUG00000021409,Liver_Control,NA,NA,ortholog_one2one,NA,NA,76.15658362989323,NA,NA,NA,0.0807060820962548,0.19525533759578803,0.4133361120366922,Liver_Control
NA,ENSG00000108592,NA,ENSMMUG00000016768,Liver_Control,NA,NA,ortholog_one2one,NA,NA,96.4622641509434,NA,NA,NA,0.5208308201860599,0.7528461803999633,0.6918157171354167,Liver_Control
NA,ENSG00000108604,NA,ENSMMUG00000016771,Liver_Control,NA,NA,ortholog_one2one,NA,NA,87.15538847117794,NA,NA,NA,1.9447943309920759,9.999999,0.19447945254715282,Liver_Control
NA,ENSG00000108622,NA,ENSMMUG00000050536,Liver_Control,NA,NA,ortholog_one2one,NA,NA,90.82125603864735,NA,NA,NA,0.09390195337999839,0.109783133799009,0.855340434641938,Liver_Control
NA,ENSG00000108639,NA,ENSMMUG00000021864,Liver_Control,NA,NA,ortholog_one2one,NA,NA,85.6020942408377,NA,NA,NA,0.27161558592120943,0.3368277636163635,0.8063931043124202,Liver_Control
NA,ENSG00000108641,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control
NA,ENSG00000108651,NA,ENSMMUG00000020403,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.71841958820256,NA,NA,NA,0.49862355818899445,0.8425112274933891,0.5918301642964241,Liver_Control
NA,ENSG00000108654,NA,ENSMMUG00000009463,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.14131607335491,NA,NA,NA,2.2514124183050974,9.999999,0.22514126434463616,Liver_Control
NA,ENSG00000108666,NA,ENSMMUG00000022379,Liver_Control,NA,NA,ortholog_one2one,NA,NA,94.90968801313629,NA,NA,NA,0.6798010153284115,0.9325331739351936,0.7289831979485742,Liver_Control
NA,ENSG00000108669,NA,ENSMMUG00000013313,Liver_Control,NA,NA,ortholog_one2one,NA,NA,96.50872817955113,NA,NA,NA,2.2252525685434663,9.999999,0.22252527910687453,Liver_Control
NA,ENSG00000108671,NA,ENSMMUG00000018962,Liver_Control,NA,NA,ortholog_one2one,NA,NA,91.7948717948718,NA,NA,NA,1.19409672520016,2.707921072627733,0.4409643756867047,Liver_Control
NA,ENSG00000108691,NA,ENSMMUG00000000288,Liver_Control,NA,NA,ortholog_one2one,NA,NA,51.7921146953405,NA,NA,NA,2.01955827390136,9.999999,0.20195584758572072,Liver_Control
NA,ENSG00000108771,NA,ENSMMUG00000014755,Liver_Control,NA,NA,ortholog_one2one,NA,NA,96.17083946980854,NA,NA,NA,0.021359402509439067,0.08208299830798718,0.2602171332642544,Liver_Control
NA,ENSG00000108773,NA,ENSMMUG00000014756,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.05091487669053,NA,NA,NA,0.0010964106926305691,0.0654258680146702,0.016758061083495677,Liver_Control
NA,ENSG00000108774,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control
NA,ENSG00000108784,NA,ENSMMUG00000050793,Liver_Control,NA,NA,ortholog_one2one,NA,NA,96.72939068100358,NA,NA,NA,0.013643219877725925,0.0822314534834905,0.16591242523111982,Liver_Control
NA,ENSG00000108788,NA,ENSMMUG00000009887,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.7736900780379,NA,NA,NA,0.006535233860734641,0.04075500493815883,0.16035414228635547,Liver_Control
NA,ENSG00000108819,NA,ENSMMUG00000020061,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.2091982091982,NA,NA,NA,0.7205908350982884,0.758824205993197,0.949614982504589,Liver_Control
NA,ENSG00000108821,NA,ENSMMUG00000001467,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.24800910125143,NA,NA,NA,0.0018351767391261732,0.052483213083935255,0.03496692811454236,Liver_Control
NA,ENSG00000108828,NA,ENSMMUG00000016001,Liver_Control,NA,NA,ortholog_one2one,NA,NA,93.30024813895781,NA,NA,NA,1.965165529838674,9.999999,0.19651657263552466,Liver_Control
NA,ENSG00000108829,NA,ENSMMUG00000017234,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.5930735930736,NA,NA,NA,0.0017559280557698247,0.03569693316342631,0.04918988552128283,Liver_Control
NA,ENSG00000108840,NA,ENSMMUG00000006806,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.30960854092527,NA,NA,NA,0.002126247731525328,0.052941345273671975,0.04016232909333951,Liver_Control
NA,ENSG00000108846,NA,ENSMMUG00000003414,Liver_Control,NA,NA,ortholog_one2one,NA,NA,91.39015397961397,NA,NA,NA,2.307496131337792,9.999999,0.2307496362087428,Liver_Control
NA,ENSG00000108848,NA,ENSMMUG00000010117,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.84353741496598,NA,NA,NA,0.0011229650986526124,0.0375071679460441,0.02994001307344913,Liver_Control
NA,ENSG00000108861,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control
NA,ENSG00000108946,NA,ENSMMUG00000002194,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.08027923211169,NA,NA,NA,0.0013679899094374227,0.06720923249292422,0.02035419627179115,Liver_Control
NA,ENSG00000108950,NA,ENSMMUG00000002195,Liver_Control,NA,NA,ortholog_one2one,NA,NA,94.95694956949569,NA,NA,NA,1.3212809260184508,2.100274148520973,0.6290992663738234,Liver_Control
NA,ENSG00000108961,NA,ENSMMUG00000013540,Liver_Control,NA,NA,ortholog_one2one,NA,NA,96.79144385026738,NA,NA,NA,0.019190332440385476,0.07075548875803359,0.27122040674486336,Liver_Control
NA,ENSG00000108963,NA,ENSMMUG00000010699,Liver_Control,NA,NA,ortholog_one2one,NA,NA,84.38538205980066,NA,NA,NA,2.1830728302190523,9.999999,0.2183073048526357,Liver_Control
NA,ENSG00000108984,NA,ENSMMUG00000001051,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.51984126984127,NA,NA,NA,9.999999,9.999999,1,Liver_Control
NA,ENSG00000109016,NA,ENSMMUG00000013194,Liver_Control,NA,NA,ortholog_one2one,NA,NA,84.90566037735849,NA,NA,NA,9.999999,9.999999,1,Liver_Control
NA,ENSG00000109046,NA,ENSMMUG00000020226,Liver_Control,NA,NA,ortholog_one2one,NA,NA,86.01662887377174,NA,NA,NA,3.266724343371067,9.999999,0.3266724670043534,Liver_Control
NA,ENSG00000109065,NA,ENSMMUG00000005738,Liver_Control,NA,NA,ortholog_one2one,NA,NA,73.72986369268897,NA,NA,NA,2.209320220797248,9.999999,0.2209320441729292,Liver_Control
NA,ENSG00000109066,NA,ENSMMUG00000005739,Liver_Control,NA,NA,ortholog_one2one,NA,NA,85.4320987654321,NA,NA,NA,2.4467379342495628,9.999999,0.24467381789233805,Liver_Control
NA,ENSG00000109083,NA,ENSMMUG00000019143,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.74213836477988,NA,NA,NA,0.006579042310397742,0.03503308561115504,0.18779511412214514,Liver_Control
NA,ENSG00000109084,NA,ENSMMUG00000054461,Liver_Control,NA,NA,ortholog_one2one,NA,NA,80.21806853582555,NA,NA,NA,9.999999,9.999999,1,Liver_Control
NA,ENSG00000109103,NA,ENSMMUG00000012239,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.37206085753803,NA,NA,NA,0.013646235475402899,0.06898386370167334,0.19781779017796422,Liver_Control
NA,ENSG00000109107,NA,ENSMMUG00000020322,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.8082191780822,NA,NA,NA,0.0014074604649047973,0.07092196218479287,0.01984519916746728,Liver_Control
NA,ENSG00000109111,NA,ENSMMUG00000004708,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.6682107701216,NA,NA,NA,2.2280151645829877e-4,0.04374806148366239,0.005092831748476523,Liver_Control
NA,ENSG00000109118,NA,ENSMMUG00000021554,Liver_Control,NA,NA,ortholog_one2one,NA,NA,95.95959595959596,NA,NA,NA,2.8861188351809335,9.999999,0.2886119123792846,Liver_Control
NA,ENSG00000109133,NA,ENSMMUG00000020940,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.38709677419355,NA,NA,NA,0,0.04982153552129428,0,Liver_Control
NA,ENSG00000109171,NA,ENSMMUG00000056052,Liver_Control,NA,NA,ortholog_one2one,NA,NA,94.40789473684211,NA,NA,NA,0.16785989803029405,0.2946783276162276,0.5696377449545774,Liver_Control
NA,ENSG00000109180,NA,ENSMMUG00000014868,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.96747967479675,NA,NA,NA,0.3784377120703878,0.4617982630029715,0.8194870842724514,Liver_Control
NA,ENSG00000109181,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control
NA,ENSG00000109184,NA,ENSMMUG00000008579,Liver_Control,NA,NA,ortholog_one2one,NA,NA,41.10275689223057,NA,NA,NA,9.999999,9.999999,1,Liver_Control
NA,ENSG00000109193,NA,ENSMMUG00000004667,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.28813559322033,NA,NA,NA,0.02079285411287207,0.03846347928123753,0.5405869282089313,Liver_Control
NA,ENSG00000109220,NA,ENSMMUG00000028816,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.99196787148594,NA,NA,NA,0.005879582651312657,0.06955984242818941,0.08452553148582079,Liver_Control
NA,ENSG00000109270,NA,ENSMMUG00000040293,Liver_Control,NA,NA,ortholog_one2one,NA,NA,97.6,NA,NA,NA,0,0.10333362260879714,0,Liver_Control
NA,ENSG00000109320,NA,ENSMMUG00000003736,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.22767552828903,NA,NA,NA,0.005911379342101897,0.0476717369765803,0.12400176114845533,Liver_Control
NA,ENSG00000109381,NA,ENSMMUG00000004984,Liver_Control,NA,NA,ortholog_one2one,NA,NA,99.27048260381594,NA,NA,NA,0.001537979698857132,0.02476915242808629,0.0620925444793655,Liver_Control
NA,ENSG00000109390,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control
NA,ENSG00000109436,NA,ENSMMUG00000015246,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.34254143646409,NA,NA,NA,3.080134805401654e-4,0.05616786725965482,0.0054838023155885495,Liver_Control
NA,ENSG00000109445,NA,ENSMMUG00000060157,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.4423676012461,NA,NA,NA,0.003951371476517512,0.04384845903485721,0.09011426087690745,Liver_Control
NA,ENSG00000109475,NA,ENSMMUG00000052609,Liver_Control,NA,NA,ortholog_one2one,NA,NA,99.43502824858757,NA,NA,NA,0,0.01583498189682616,0,Liver_Control
NA,ENSG00000109519,NA,ENSMMUG00000064900,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.01223241590215,NA,NA,NA,0.002472192922732033,0.07716058947415974,0.03203958056282014,Liver_Control
NA,ENSG00000109534,NA,ENSMMUG00000021225,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.77675840978593,NA,NA,NA,0.002466096244659436,0.03855129923909136,0.06396921227907132,Liver_Control
NA,ENSG00000109572,NA,ENSMMUG00000010228,Liver_Control,NA,NA,ortholog_one2one,NA,NA,99.03883121876201,NA,NA,NA,0,0.030933194694276932,0,Liver_Control
NA,ENSG00000109576,NA,ENSMMUG00000019473,Liver_Control,NA,NA,ortholog_one2one,NA,NA,96.89922480620154,NA,NA,NA,1.8096687812266763,9.999999,0.18096689621935724,Liver_Control
