HumanEnsembl,Orthologue,OrthoType,PercId
ENSG00000116754,ENSMUSG00000055436,ortholog_one2one,94.8347
ENSG00000116761,ENSMUSG00000028179,ortholog_one2one,83.9506
ENSG00000116771,ENSMUSG00000040706,ortholog_one2one,83.8068
ENSG00000116774,ENSMUSG00000027848,ortholog_one2one,94.0887
ENSG00000116786,ENSMUSG00000028917,ortholog_one2one,89.107
ENSG00000116791,ENSMUSG00000028199,ortholog_one2one,81.155
ENSG00000116809,ENSMUSG00000006215,ortholog_one2one,91.9054
ENSG00000116833,ENSMUSG00000026398,ortholog_one2one,84.2884
ENSG00000116857,ENSMUSG00000026411,ortholog_one2one,97.2678
ENSG00000116863,ENSMUSG00000042558,ortholog_one2one,91.4601
ENSG00000116882,ENSMUSG00000027870,ortholog_one2one,71.2251
ENSG00000116898,ENSMUSG00000028861,ortholog_one2one,62.6459
ENSG00000116906,ENSMUSG00000031985,ortholog_one2one,81.0294
ENSG00000116918,ENSMUSG00000056820,ortholog_one2one,90.6897
ENSG00000116954,ENSMUSG00000028646,ortholog_one2one,98.7469
ENSG00000116977,ENSMUSG00000057554,ortholog_one2one,79.4953
ENSG00000116990,ENSMUSG00000028654,ortholog_one2one,89.8352
ENSG00000117009,ENSMUSG00000039783,ortholog_one2one,77.7778
ENSG00000117054,ENSMUSG00000062908,ortholog_one2one,87.6485
ENSG00000117091,ENSMUSG00000015355,ortholog_one2one,46.5021
ENSG00000117114,ENSMUSG00000028184,ortholog_one2one,95.5071
ENSG00000117118,ENSMUSG00000009863,ortholog_one2one,91.7857
ENSG00000117133,ENSMUSG00000028187,ortholog_one2one,95.1289
ENSG00000117153,ENSMUSG00000026455,ortholog_one2one,99.2958
ENSG00000117155,ENSMUSG00000036825,ortholog_one2one,87.6221
ENSG00000117222,ENSMUSG00000026439,ortholog_one2one,99.0706
ENSG00000117262,ENSMUSG00000028096,ortholog_one2many,96.9231
ENSG00000117266,ENSMUSG00000026437,ortholog_one2one,86.9198
ENSG00000117280,ENSMUSG00000026433,ortholog_one2one,93.5961
ENSG00000117298,ENSMUSG00000057530,ortholog_one2one,93.7662
ENSG00000117305,ENSMUSG00000028672,ortholog_one2one,88
ENSG00000117308,ENSMUSG00000028671,ortholog_one2one,93.1034
ENSG00000117335,ENSMUSG00000016493,ortholog_one2one,46.4191
ENSG00000117360,ENSMUSG00000015748,ortholog_one2one,99.5608
ENSG00000117385,ENSMUSG00000028641,ortholog_one2one,88.0435
ENSG00000117395,ENSMUSG00000028729,ortholog_one2one,84.9673
ENSG00000117408,ENSMUSG00000033365,ortholog_one2one,99.1693
ENSG00000117410,ENSMUSG00000033379,ortholog_one2one,96.0976
ENSG00000117411,ENSMUSG00000028541,ortholog_one2one,91.9355
ENSG00000117419,ENSMUSG00000033423,ortholog_one2one,97.9229
ENSG00000117448,ENSMUSG00000028692,ortholog_one2one,93.2308
ENSG00000117450,ENSMUSG00000028691,ortholog_one2one,95.4774
ENSG00000117475,ENSMUSG00000026577,ortholog_one2one,83
ENSG00000117479,ENSMUSG00000040918,ortholog_one2one,90.5433
ENSG00000117480,ENSMUSG00000034171,ortholog_one2one,83.247
ENSG00000117500,ENSMUSG00000063406,ortholog_one2one,89.9563
ENSG00000117505,ENSMUSG00000029265,ortholog_one2one,99.4318
ENSG00000117523,ENSMUSG00000040225,ortholog_one2one,85.6798
ENSG00000117528,ENSMUSG00000028127,ortholog_one2one,95.4476
ENSG00000117543,ENSMUSG00000033554,ortholog_one2one,90.8772
ENSG00000117593,ENSMUSG00000026709,ortholog_one2one,85.4264
ENSG00000117594,ENSMUSG00000016194,ortholog_one2one,78.4247
ENSG00000117595,ENSMUSG00000026638,ortholog_one2one,97.6445
ENSG00000117601,ENSMUSG00000026715,ortholog_one2one,87.5
ENSG00000117614,ENSMUSG00000028821,ortholog_one2one,90.535
ENSG00000117616,ENSMUSG00000037266,ortholog_one2one,76.5517
ENSG00000117620,ENSMUSG00000027957,ortholog_one2one,95.3846
ENSG00000117625,ENSMUSG00000037395,ortholog_one2one,96.5642
ENSG00000117632,ENSMUSG00000028832,ortholog_one2one,98.6577
ENSG00000117640,ENSMUSG00000046671,ortholog_one2one,94.863
ENSG00000117682,ENSMUSG00000012117,ortholog_one2one,92.4925
ENSG00000117691,ENSMUSG00000037499,ortholog_one2one,90.6977
ENSG00000117697,ENSMUSG00000062510,ortholog_one2one,67.2598
ENSG00000117707,ENSMUSG00000010175,ortholog_one2one,98.3718
ENSG00000117713,ENSMUSG00000007880,ortholog_one2one,96.3676
ENSG00000117748,ENSMUSG00000028884,ortholog_one2one,88.5185
ENSG00000117791,ENSMUSG00000073481,ortholog_one2one,75.2239
ENSG00000117862,ENSMUSG00000028567,ortholog_one2one,90.1163
ENSG00000117899,ENSMUSG00000038503,ortholog_one2one,83.7607
ENSG00000117906,ENSMUSG00000032320,ortholog_one2one,93.3754
ENSG00000117984,ENSMUSG00000007891,ortholog_one2one,80.5825
ENSG00000118004,ENSMUSG00000036655,ortholog_one2one,91.8819
ENSG00000118007,ENSMUSG00000037286,ortholog_one2one,99.3641
ENSG00000118046,ENSMUSG00000003068,ortholog_one2one,90.5312
ENSG00000118096,ENSMUSG00000002031,ortholog_one2one,93.75
ENSG00000118137,ENSMUSG00000032083,ortholog_one2one,65.1685
ENSG00000118197,ENSMUSG00000026404,ortholog_one2one,84.0065
ENSG00000118217,ENSMUSG00000026663,ortholog_one2one,85.0746
ENSG00000118242,ENSMUSG00000039395,ortholog_one2one,85.9813
ENSG00000118246,ENSMUSG00000025962,ortholog_one2one,63.9437
ENSG00000118260,ENSMUSG00000025958,ortholog_one2one,99.6942
ENSG00000118271,ENSMUSG00000061808,ortholog_one2one,81.6327
ENSG00000118292,ENSMUSG00000038543,ortholog_one2one,64.1221
ENSG00000118363,ENSMUSG00000035227,ortholog_one2one,95.5752
ENSG00000118369,ENSMUSG00000035713,ortholog_one2one,88.8998
ENSG00000118418,ENSMUSG00000066456,ortholog_one2one,66.1538
ENSG00000118482,ENSMUSG00000048874,ortholog_one2one,78.5189
ENSG00000118503,ENSMUSG00000019850,ortholog_one2one,87.9747
ENSG00000118507,ENSMUSG00000039166,ortholog_one2one,70.977
ENSG00000118514,ENSMUSG00000037542,ortholog_one2one,89.9384
ENSG00000118515,ENSMUSG00000019970,ortholog_one2one,94.1065
ENSG00000118518,ENSMUSG00000038876,ortholog_one2one,92.4791
ENSG00000118520,ENSMUSG00000019987,ortholog_one2one,86.9565
ENSG00000118523,ENSMUSG00000019997,ortholog_one2one,90.5444
ENSG00000118564,ENSMUSG00000039753,ortholog_one2one,93.4877
ENSG00000118640,ENSMUSG00000050732,ortholog_one2one,87
ENSG00000118680,ENSMUSG00000034868,ortholog_one2one,100
ENSG00000118762,ENSMUSG00000034462,ortholog_one2one,89.876
ENSG00000118785,ENSMUSG00000029304,ortholog_one2one,63.0573
ENSG00000118804,ENSMUSG00000047963,ortholog_one2one,63.1285
ENSG00000118816,ENSMUSG00000063015,ortholog_one2one,93.8992
ENSG00000118855,ENSMUSG00000027775,ortholog_one2one,87.5269
ENSG00000118898,ENSMUSG00000039457,ortholog_one2one,88.1549
ENSG00000118900,ENSMUSG00000039473,ortholog_one2one,86.9489
ENSG00000118939,ENSMUSG00000022111,ortholog_one2many,98.2609
ENSG00000118961,ENSMUSG00000037669,ortholog_one2one,66.4615
ENSG00000118985,ENSMUSG00000001542,ortholog_one2one,90.3125
ENSG00000119013,ENSMUSG00000026032,ortholog_one2one,77.551
ENSG00000119041,ENSMUSG00000041303,ortholog_one2one,93.4537
ENSG00000119125,ENSMUSG00000058624,ortholog_one2one,90.7489
ENSG00000119139,ENSMUSG00000024812,ortholog_one2one,84.8739
ENSG00000119185,ENSMUSG00000062352,ortholog_one2one,94
ENSG00000119203,ENSMUSG00000054309,ortholog_one2one,98.3918
ENSG00000119280,ENSMUSG00000031983,ortholog_one2one,78.2875
ENSG00000119314,ENSMUSG00000028382,ortholog_one2one,95.229
ENSG00000119318,ENSMUSG00000028426,ortholog_one2one,90.709
ENSG00000119326,ENSMUSG00000038816,ortholog_one2one,87.3297
ENSG00000119328,ENSMUSG00000038827,ortholog_one2one,85.6354
ENSG00000119333,ENSMUSG00000039715,ortholog_one2one,82.8358
ENSG00000119383,ENSMUSG00000039515,ortholog_one2one,96.2848
ENSG00000119392,ENSMUSG00000019715,ortholog_one2one,83.0946
ENSG00000119396,ENSMUSG00000026878,ortholog_one2one,100
ENSG00000119402,ENSMUSG00000035949,ortholog_one2one,98.4582
ENSG00000119414,ENSMUSG00000026753,ortholog_one2one,99.6721
ENSG00000119421,ENSMUSG00000026895,ortholog_one2one,86.6279
ENSG00000119431,ENSMUSG00000038422,ortholog_one2one,76.494
ENSG00000119471,ENSMUSG00000028383,ortholog_one2one,87.0813
ENSG00000119487,ENSMUSG00000038696,ortholog_one2one,97.1264
ENSG00000119522,ENSMUSG00000035392,ortholog_one2one,83.8318
ENSG00000119523,ENSMUSG00000039740,ortholog_one2one,80.5288
ENSG00000119535,ENSMUSG00000028859,ortholog_one2one,62.5598
ENSG00000119537,ENSMUSG00000009905,ortholog_one2one,92.7711
ENSG00000119541,ENSMUSG00000009907,ortholog_one2one,95.4955
ENSG00000119559,ENSMUSG00000020133,ortholog_one2one,61.8644
ENSG00000119616,ENSMUSG00000021243,ortholog_one2one,97.9798
ENSG00000119638,ENSMUSG00000034290,ortholog_one2one,95.6078
ENSG00000119650,ENSMUSG00000007867,ortholog_one2one,76.4423
ENSG00000119655,ENSMUSG00000021242,ortholog_one2one,80.1325
ENSG00000119669,ENSMUSG00000034168,ortholog_one2one,95.2261
ENSG00000119689,ENSMUSG00000004789,ortholog_one2one,92.2737
ENSG00000119699,ENSMUSG00000021253,ortholog_one2one,97.5728
ENSG00000119705,ENSMUSG00000021040,ortholog_one2one,66.9725
ENSG00000119707,ENSMUSG00000010608,ortholog_one2one,99.051
ENSG00000119723,ENSMUSG00000021235,ortholog_one2one,87.1795
ENSG00000119725,ENSMUSG00000042472,ortholog_one2one,94.1423
ENSG00000119729,ENSMUSG00000024143,ortholog_one2one,99.512200000000007
ENSG00000119760,ENSMUSG00000053134,ortholog_one2one,94.9275
ENSG00000119777,ENSMUSG00000038828,ortholog_one2one,81.4223
ENSG00000119787,ENSMUSG00000059811,ortholog_one2one,97.7702
ENSG00000119801,ENSMUSG00000039770,ortholog_one2one,100
ENSG00000119812,ENSMUSG00000002017,ortholog_one2one,95.1737
ENSG00000119844,ENSMUSG00000049659,ortholog_one2one,79.0598
ENSG00000119899,ENSMUSG00000049624,ortholog_one2one,86.2626
ENSG00000119906,ENSMUSG00000036097,ortholog_one2one,84.4842
ENSG00000119922,ENSMUSG00000045932,ortholog_one2one,62.5
ENSG00000119929,ENSMUSG00000025193,ortholog_one2one,91.5751
ENSG00000119938,ENSMUSG00000067279,ortholog_one2one,86.1199
ENSG00000119943,ENSMUSG00000060224,ortholog_one2one,84.5095
ENSG00000119950,ENSMUSG00000025025,ortholog_one2one,70.5085
ENSG00000119953,ENSMUSG00000025024,ortholog_one2one,99.5798
ENSG00000119977,ENSMUSG00000025008,ortholog_one2one,71.8287
ENSG00000119979,ENSMUSG00000024993,ortholog_one2one,90.4762
ENSG00000119986,ENSMUSG00000018821,ortholog_one2one,73.4694
ENSG00000120008,ENSMUSG00000042055,ortholog_one2one,94.1993
ENSG00000120029,ENSMUSG00000039901,ortholog_one2one,98.5486
ENSG00000120053,ENSMUSG00000025190,ortholog_one2one,90.799
ENSG00000120054,ENSMUSG00000025196,ortholog_one2one,83.8428
ENSG00000120129,ENSMUSG00000024190,ortholog_one2one,96.4578
ENSG00000120137,ENSMUSG00000018846,ortholog_one2one,99.1892
ENSG00000120158,ENSMUSG00000024785,ortholog_one2one,97.0509
ENSG00000120159,ENSMUSG00000028578,ortholog_one2one,82.2715
ENSG00000120265,ENSMUSG00000019795,ortholog_one2one,95.1542
ENSG00000120306,ENSMUSG00000046727,ortholog_one2one,77.3196
ENSG00000120314,ENSMUSG00000042660,ortholog_one2one,88.5117
ENSG00000120333,ENSMUSG00000058267,ortholog_one2one,86.7188
ENSG00000120341,ENSMUSG00000026589,ortholog_one2one,73.1132
ENSG00000120438,ENSMUSG00000068039,ortholog_one2one,96.4029
ENSG00000120451,ENSMUSG00000031993,ortholog_one2one,81.8548
ENSG00000120509,ENSMUSG00000015668,ortholog_one2one,97.1429
ENSG00000120549,ENSMUSG00000036617,ortholog_one2one,81.1117
ENSG00000120656,ENSMUSG00000028899,ortholog_one2one,96.2733
ENSG00000120662,ENSMUSG00000022022,ortholog_one2one,82.0225
ENSG00000120686,ENSMUSG00000027746,ortholog_one2one,100
ENSG00000120688,ENSMUSG00000022023,ortholog_one2one,76.0638
ENSG00000120690,ENSMUSG00000036461,ortholog_one2one,88.6914
ENSG00000120694,ENSMUSG00000029657,ortholog_one2one,93.4732
ENSG00000120697,ENSMUSG00000036632,ortholog_one2one,89.5062
ENSG00000120699,ENSMUSG00000027752,ortholog_one2one,90.942
ENSG00000120709,ENSMUSG00000034300,ortholog_one2one,94.6429
ENSG00000120725,ENSMUSG00000024357,ortholog_one2one,85.2495
ENSG00000120727,ENSMUSG00000037058,ortholog_one2one,96.063
ENSG00000120733,ENSMUSG00000038773,ortholog_one2one,93.4696
ENSG00000120738,ENSMUSG00000038418,ortholog_one2one,91.3444
ENSG00000120742,ENSMUSG00000027808,ortholog_one2one,100
ENSG00000120756,ENSMUSG00000049493,ortholog_one2one,94.4356
ENSG00000120802,ENSMUSG00000019961,ortholog_one2one,51.3216
ENSG00000120805,ENSMUSG00000060904,ortholog_one2one,98.895
ENSG00000120832,ENSMUSG00000049038,ortholog_one2one,76.3636
ENSG00000120833,ENSMUSG00000020027,ortholog_one2one,93.9394
ENSG00000120837,ENSMUSG00000020248,ortholog_one2one,99.0338
ENSG00000120860,ENSMUSG00000020056,ortholog_one2one,90.2062
ENSG00000120885,ENSMUSG00000022037,ortholog_one2one,76.392
ENSG00000120889,ENSMUSG00000010751,ortholog_many2many,8.40909
ENSG00000120896,ENSMUSG00000022091,ortholog_one2one,81.2221
ENSG00000120899,ENSMUSG00000059456,ortholog_one2one,95.441
ENSG00000120907,ENSMUSG00000045875,ortholog_one2one,91.8455
ENSG00000120913,ENSMUSG00000022090,ortholog_one2one,78.9773
ENSG00000120915,ENSMUSG00000022040,ortholog_one2one,72.973
ENSG00000120925,ENSMUSG00000013878,ortholog_one2one,90.6977
ENSG00000120948,ENSMUSG00000041459,ortholog_one2one,96.1353
ENSG00000120963,ENSMUSG00000062397,ortholog_one2one,100
ENSG00000120992,ENSMUSG00000025903,ortholog_one2one,91.7391
ENSG00000121039,ENSMUSG00000025921,ortholog_one2one,98.827
ENSG00000121057,ENSMUSG00000018428,ortholog_one2one,67.5526
ENSG00000121058,ENSMUSG00000033983,ortholog_one2one,65.7986
ENSG00000121060,ENSMUSG00000000275,ortholog_one2one,73.6508
ENSG00000121064,ENSMUSG00000000278,ortholog_one2one,82.3009
ENSG00000121067,ENSMUSG00000057522,ortholog_one2many,100
ENSG00000121073,ENSMUSG00000020873,ortholog_one2one,95.6522
ENSG00000121104,ENSMUSG00000038893,ortholog_one2one,87.8587
ENSG00000121210,ENSMUSG00000033767,ortholog_one2one,76.9565
ENSG00000121310,ENSMUSG00000028601,ortholog_one2one,85.9589
ENSG00000121350,ENSMUSG00000041671,ortholog_one2one,85
ENSG00000121410,ENSMUSG00000022347,ortholog_one2one,45.4545
ENSG00000121413,ENSMUSG00000070822,ortholog_one2one,49.6078
ENSG00000121486,ENSMUSG00000053286,ortholog_one2one,87.5853
ENSG00000121542,ENSMUSG00000034473,ortholog_one2one,96.7427
ENSG00000121552,ENSMUSG00000034362,ortholog_one2many,63.2653
ENSG00000121579,ENSMUSG00000022698,ortholog_one2one,97.6331
ENSG00000121644,ENSMUSG00000026502,ortholog_one2one,96.9072
ENSG00000121671,ENSMUSG00000068742,ortholog_one2one,94.4351
ENSG00000121680,ENSMUSG00000027222,ortholog_one2one,90.7738
ENSG00000121690,ENSMUSG00000027173,ortholog_one2one,87.0842
ENSG00000121741,ENSMUSG00000021945,ortholog_one2one,96.0784
ENSG00000121749,ENSMUSG00000020130,ortholog_one2one,90.8012
ENSG00000121766,ENSMUSG00000028772,ortholog_one2one,95.0207
ENSG00000121774,ENSMUSG00000028790,ortholog_one2one,94.3567
ENSG00000121864,ENSMUSG00000027667,ortholog_one2one,92.9897
ENSG00000121892,ENSMUSG00000029202,ortholog_one2one,97.9058
ENSG00000121900,ENSMUSG00000028786,ortholog_one2one,74.7748
ENSG00000121931,ENSMUSG00000056260,ortholog_one2one,68.9207
ENSG00000122033,ENSMUSG00000016510,ortholog_one2one,64.0288
ENSG00000122034,ENSMUSG00000016503,ortholog_one2one,77.8082
ENSG00000122068,ENSMUSG00000022800,ortholog_one2one,92.4528
ENSG00000122085,ENSMUSG00000026273,ortholog_one2one,58.7927
ENSG00000122121,ENSMUSG00000037005,ortholog_one2one,81.3056
ENSG00000122126,ENSMUSG00000001173,ortholog_one2one,91.4539
ENSG00000122140,ENSMUSG00000035772,ortholog_one2one,69.5946
ENSG00000122176,ENSMUSG00000041559,ortholog_one2one,92.5532
ENSG00000122194,ENSMUSG00000059481,ortholog_one2one,79.6296
ENSG00000122203,ENSMUSG00000025871,ortholog_one2one,80.3279
ENSG00000122218,ENSMUSG00000026553,ortholog_one2one,98.4477
ENSG00000122257,ENSMUSG00000030779,ortholog_one2one,88.5603
ENSG00000122299,ENSMUSG00000037965,ortholog_one2one,85.2729
ENSG00000122359,ENSMUSG00000021866,ortholog_one2one,92.8713
ENSG00000122376,ENSMUSG00000041471,ortholog_one2one,64.7124
ENSG00000122378,ENSMUSG00000021792,ortholog_one2one,87.3362
ENSG00000122386,ENSMUSG00000062012,ortholog_one2one,69.4946
ENSG00000122390,ENSMUSG00000005982,ortholog_one2one,97.1074
ENSG00000122406,ENSMUSG00000058558,ortholog_one2one,98.3165
ENSG00000122482,ENSMUSG00000049606,ortholog_one2one,84.7777
ENSG00000122490,ENSMUSG00000034006,ortholog_one2one,88.9299
ENSG00000122515,ENSMUSG00000041164,ortholog_one2one,90.8696
ENSG00000122545,ENSMUSG00000001833,ortholog_one2one,99.0847
ENSG00000122547,ENSMUSG00000036611,ortholog_one2one,90.6854
ENSG00000122557,ENSMUSG00000008429,ortholog_one2one,89.4089
ENSG00000122565,ENSMUSG00000029836,ortholog_one2one,100
ENSG00000122566,ENSMUSG00000004980,ortholog_one2one,99.1202
ENSG00000122642,ENSMUSG00000029781,ortholog_one2one,93.5088
ENSG00000122643,ENSMUSG00000029780,ortholog_one2one,93.6556
ENSG00000122674,ENSMUSG00000029617,ortholog_one2many,95.6432
ENSG00000122679,ENSMUSG00000041046,ortholog_one2one,83.7838
ENSG00000122687,ENSMUSG00000029557,ortholog_one2one,78.8618
ENSG00000122692,ENSMUSG00000028409,ortholog_one2one,100
ENSG00000122729,ENSMUSG00000028405,ortholog_one2one,93.3633
ENSG00000122741,ENSMUSG00000035572,ortholog_one2one,89.4454
ENSG00000122756,ENSMUSG00000028444,ortholog_one2one,95.1613
ENSG00000122779,ENSMUSG00000029833,ortholog_one2one,93.7143
ENSG00000122783,ENSMUSG00000046806,ortholog_one2one,65.6051
ENSG00000122786,ENSMUSG00000029761,ortholog_one2one,77.1753
ENSG00000122787,ENSMUSG00000038641,ortholog_one2one,82.2086
ENSG00000122862,ENSMUSG00000020077,ortholog_one2one,50
ENSG00000122873,ENSMUSG00000037710,ortholog_one2one,86.1111
ENSG00000122882,ENSMUSG00000021810,ortholog_one2one,78.2609
ENSG00000122912,ENSMUSG00000071253,ortholog_one2one,92.7711
ENSG00000122958,ENSMUSG00000020078,ortholog_one2one,99.0826
ENSG00000122965,ENSMUSG00000029594,ortholog_one2one,81.4583
ENSG00000122971,ENSMUSG00000029545,ortholog_one2one,90.534
ENSG00000123064,ENSMUSG00000029599,ortholog_one2one,84.79
ENSG00000123091,ENSMUSG00000028557,ortholog_one2one,99.3506
ENSG00000123104,ENSMUSG00000030287,ortholog_one2one,95.8164
ENSG00000123106,ENSMUSG00000030301,ortholog_one2one,79.1383
ENSG00000123124,ENSMUSG00000041058,ortholog_one2one,90.564
ENSG00000123130,ENSMUSG00000025287,ortholog_one2many,81.25
ENSG00000123143,ENSMUSG00000057672,ortholog_one2one,91.5074
ENSG00000123144,ENSMUSG00000041203,ortholog_one2one,92.0455
ENSG00000123146,ENSMUSG00000002885,ortholog_one2one,57.485
ENSG00000123159,ENSMUSG00000019433,ortholog_one2one,96.3964
ENSG00000123178,ENSMUSG00000021930,ortholog_one2one,98.4694
ENSG00000123179,ENSMUSG00000021928,ortholog_one2one,75.7282
ENSG00000123200,ENSMUSG00000022000,ortholog_one2one,85.74
ENSG00000123240,ENSMUSG00000026672,ortholog_one2one,78.8562
ENSG00000123268,ENSMUSG00000023027,ortholog_one2one,91.1439
ENSG00000123297,ENSMUSG00000040521,ortholog_one2one,85.5385
ENSG00000123353,ENSMUSG00000025353,ortholog_one2one,97.3856
ENSG00000123374,ENSMUSG00000025358,ortholog_one2one,98.9933
ENSG00000123395,ENSMUSG00000037204,ortholog_one2one,98.6239
ENSG00000123415,ENSMUSG00000036061,ortholog_one2one,88.8889
ENSG00000123416,ENSMUSG00000023004,ortholog_one2one,100
ENSG00000123453,ENSMUSG00000009614,ortholog_one2one,88.671
ENSG00000123454,ENSMUSG00000000889,ortholog_one2one,79.9028
ENSG00000123472,ENSMUSG00000028710,ortholog_one2one,89.939
ENSG00000123561,ENSMUSG00000031271,ortholog_one2one,76.1446
ENSG00000123595,ENSMUSG00000079316,ortholog_one2one,95.5224
ENSG00000123609,ENSMUSG00000026946,ortholog_one2one,65.1466
ENSG00000123636,ENSMUSG00000026987,ortholog_one2one,84.3173
ENSG00000123684,ENSMUSG00000026623,ortholog_one2one,90
ENSG00000123689,ENSMUSG00000009633,ortholog_one2one,77.6699
ENSG00000123737,ENSMUSG00000027714,ortholog_one2one,92.4829
ENSG00000123739,ENSMUSG00000027999,ortholog_one2one,89.418
ENSG00000123815,ENSMUSG00000003762,ortholog_one2one,84.7426
ENSG00000123838,ENSMUSG00000026405,ortholog_one2one,41.3735
ENSG00000123933,ENSMUSG00000037235,ortholog_one2one,91.866
ENSG00000123989,ENSMUSG00000032997,ortholog_one2one,94.1936
ENSG00000123992,ENSMUSG00000026209,ortholog_one2one,87.6289
ENSG00000124006,ENSMUSG00000026211,ortholog_one2one,83.9135
ENSG00000124067,ENSMUSG00000017765,ortholog_one2one,96.2212
ENSG00000124074,ENSMUSG00000013155,ortholog_one2one,84.3931
ENSG00000124098,ENSMUSG00000027495,ortholog_one2one,75.5208
ENSG00000124107,ENSMUSG00000017002,ortholog_one2one,58.3333
ENSG00000124120,ENSMUSG00000017679,ortholog_one2one,94.4444
ENSG00000124145,ENSMUSG00000017009,ortholog_one2one,79.798
ENSG00000124155,ENSMUSG00000017721,ortholog_one2one,93.5986
ENSG00000124160,ENSMUSG00000039804,ortholog_one2one,92.7461
ENSG00000124164,ENSMUSG00000054455,ortholog_one2one,90.1235
ENSG00000124172,ENSMUSG00000016252,ortholog_one2one,90.1961
ENSG00000124193,ENSMUSG00000016921,ortholog_one2one,96.5116
ENSG00000124198,ENSMUSG00000074582,ortholog_one2one,95.6863
ENSG00000124207,ENSMUSG00000002718,ortholog_one2one,99.0731
ENSG00000124214,ENSMUSG00000039536,ortholog_one2one,77.4697
ENSG00000124222,ENSMUSG00000027522,ortholog_one2one,93.8462
ENSG00000124226,ENSMUSG00000006418,ortholog_one2one,89.9123
ENSG00000124228,ENSMUSG00000017999,ortholog_one2one,92.4183
ENSG00000124253,ENSMUSG00000027513,ortholog_one2one,90.836
ENSG00000124275,ENSMUSG00000034617,ortholog_one2one,78.7966
ENSG00000124299,ENSMUSG00000063931,ortholog_one2one,89.0467
ENSG00000124356,ENSMUSG00000006906,ortholog_one2one,83.4906
ENSG00000124357,ENSMUSG00000034744,ortholog_one2one,91.5698
ENSG00000124370,ENSMUSG00000033429,ortholog_one2one,80.1136
ENSG00000124374,ENSMUSG00000045896,ortholog_one2one,87.8049
ENSG00000124380,ENSMUSG00000001158,ortholog_one2one,98.0645
ENSG00000124383,ENSMUSG00000030521,ortholog_one2one,82.0852
ENSG00000124422,ENSMUSG00000042506,ortholog_one2one,97.9048
ENSG00000124486,ENSMUSG00000031010,ortholog_one2one,98.473
ENSG00000124523,ENSMUSG00000054021,ortholog_one2one,86.129
ENSG00000124532,ENSMUSG00000021339,ortholog_one2one,82.3928
ENSG00000124535,ENSMUSG00000021400,ortholog_one2one,95.0376
ENSG00000124541,ENSMUSG00000023971,ortholog_one2one,76.4479
ENSG00000124562,ENSMUSG00000024217,ortholog_one2one,99.3711
ENSG00000124564,ENSMUSG00000036083,ortholog_one2one,64.6586
ENSG00000124568,ENSMUSG00000021335,ortholog_one2one,65.3105
ENSG00000124570,ENSMUSG00000060147,ortholog_one2many,76.5957
ENSG00000124587,ENSMUSG00000002763,ortholog_one2one,88.0612
ENSG00000124588,ENSMUSG00000046949,ortholog_one2one,80.9524
ENSG00000124596,ENSMUSG00000040771,ortholog_one2one,95.3947
ENSG00000124602,ENSMUSG00000043592,ortholog_one2one,83.9768
ENSG00000124615,ENSMUSG00000064120,ortholog_one2one,84.7484
ENSG00000124659,ENSMUSG00000036430,ortholog_one2one,76.0116
ENSG00000124688,ENSMUSG00000034509,ortholog_one2one,77.3723
ENSG00000124713,ENSMUSG00000002769,ortholog_one2one,91.5254
ENSG00000124733,ENSMUSG00000002768,ortholog_one2one,87.5676
ENSG00000124762,ENSMUSG00000023067,ortholog_one2one,76.8293
ENSG00000124767,ENSMUSG00000024026,ortholog_one2one,90.2174
ENSG00000124782,ENSMUSG00000039087,ortholog_one2one,80.8266
ENSG00000124783,ENSMUSG00000021427,ortholog_one2one,95.4545
ENSG00000124786,ENSMUSG00000021432,ortholog_one2one,90.7859
ENSG00000124789,ENSMUSG00000021374,ortholog_one2one,82.2373
ENSG00000124795,ENSMUSG00000021377,ortholog_one2one,91.4667
ENSG00000124802,ENSMUSG00000001707,ortholog_one2one,87.3563
ENSG00000124831,ENSMUSG00000026305,ortholog_one2one,36.875
ENSG00000124839,ENSMUSG00000026304,ortholog_one2one,75
ENSG00000125037,ENSMUSG00000030286,ortholog_one2one,99.6169
ENSG00000125107,ENSMUSG00000036550,ortholog_one2one,99.4108
ENSG00000125149,ENSMUSG00000031889,ortholog_one2one,96.9194
ENSG00000125166,ENSMUSG00000031672,ortholog_one2one,94.6512
ENSG00000125246,ENSMUSG00000025545,ortholog_one2one,85.5882
ENSG00000125247,ENSMUSG00000041594,ortholog_one2one,88.2895
ENSG00000125304,ENSMUSG00000025544,ortholog_one2one,95.6259
ENSG00000125347,ENSMUSG00000018899,ortholog_one2one,85.5385
ENSG00000125351,ENSMUSG00000036572,ortholog_one2one,84.6791
ENSG00000125352,ENSMUSG00000098134,ortholog_one2many,88.9213
ENSG00000125354,ENSMUSG00000050379,ortholog_one2one,96.2529
ENSG00000125356,ENSMUSG00000016427,ortholog_one2one,82.8571
ENSG00000125386,ENSMUSG00000037210,ortholog_one2one,88.1848
ENSG00000125430,ENSMUSG00000070407,ortholog_one2one,88.4615
ENSG00000125445,ENSMUSG00000046756,ortholog_one2one,84.7107
ENSG00000125449,ENSMUSG00000057219,ortholog_one2one,83.8384
ENSG00000125450,ENSMUSG00000020739,ortholog_one2one,91.6159
ENSG00000125458,ENSMUSG00000020736,ortholog_one2one,83.0846
ENSG00000125459,ENSMUSG00000068922,ortholog_one2one,78.0702
ENSG00000125503,ENSMUSG00000019254,ortholog_one2one,87.2123
