GeneSymbol_Human,HumanEnsembl,MouseEnsembl,MacaqueEnsembl,Source,Daneman_Filter,Mouse_OrthoType,Macaque_OrthoType,Human_BBB_Datasets_N,PctId_Human_Mouse,PctId_Human_Macaque,dN_Human_Mouse,dS_Human_Mouse,dNdS_Human_Mouse,dN_Human_Macaque,dS_Human_Macaque,dNdS_Human_Macaque,Gene_Set,dN_Human_Mouse_v2,dS_Human_Mouse_v2,dNdS_Human_Mouse_v2,dN_Human_Macaque_v2,dS_Human_Macaque_v2,dNdS_Human_Macaque_v2
NA,ENSG00000076321,ENSMUSG00000026705,NA,Liver_Control,NA,ortholog_one2one,NA,NA,91.69398907103825,NA,2.9835920951781874,9.999999,0.29835923935374264,NA,NA,NA,Liver_Control,2.1477122959094992e-4,0.340222887876347,6.312662588091601e-4,NA,NA,NA
NA,ENSG00000076351,ENSMUSG00000020829,NA,Liver_Control,NA,ortholog_one2one,NA,NA,83.98550724637681,NA,0.07739937217586337,0.5109072175856576,0.1514939885594526,NA,NA,NA,Liver_Control,0.07766252857968142,0.5109072175856576,0.1520090652598007,NA,NA,NA
NA,ENSG00000076382,ENSMUSG00000002055,NA,Liver_Control,NA,ortholog_one2one,NA,NA,75.19444444444444,NA,1.630264731123877,9.999999,0.1630264894150366,NA,NA,NA,Liver_Control,0.20810610253088838,0.48845955593295237,0.4260457186335684,NA,NA,NA
NA,ENSG00000076513,ENSMUSG00000041870,NA,Liver_Control,NA,ortholog_one2one,NA,NA,85.27918781725889,NA,0.2326478216938856,0.8714172295931222,0.2669763848971776,NA,NA,NA,Liver_Control,0.050321453474661645,0.5898460113348004,0.08531286557450138,NA,NA,NA
NA,ENSG00000076604,ENSMUSG00000017386,NA,Liver_Control,NA,ortholog_one2one,NA,NA,89.66737438075018,NA,0.01743561250078951,0.4260770398914131,0.04092126744316716,NA,NA,NA,Liver_Control,0.01748825027413889,0.4260770398914131,0.041044807949745,NA,NA,NA
NA,ENSG00000076662,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA
NA,ENSG00000076770,ENSMUSG00000036109,NA,Liver_Control,NA,ortholog_one2one,NA,NA,85.16431924882629,NA,0.13540554454132386,0.4355986879877415,0.3108492938002936,NA,NA,NA,Liver_Control,0.07744777873275085,0.31352905835180833,0.24701946014154563,NA,NA,NA
NA,ENSG00000076826,ENSMUSG00000044433,NA,Liver_Control,NA,ortholog_one2one,NA,NA,83.25545171339564,NA,0.668108939362561,1.3329782673482882,0.5012151778675576,NA,NA,NA,Liver_Control,0.04710110496636247,0.6425617418281729,0.0733020687356107,NA,NA,NA
NA,ENSG00000076864,ENSMUSG00000041351,NA,Liver_Control,NA,ortholog_one2one,NA,NA,71.01271012710127,NA,3.484805405816126,9.999999,0.34848057542967015,NA,NA,NA,Liver_Control,0.09019659999199237,0.5989607930157513,0.15058848766687205,NA,NA,NA
NA,ENSG00000076924,ENSMUSG00000019470,NA,Liver_Control,NA,ortholog_one2one,NA,NA,89.0576323987539,NA,0.00615954268927251,0.5276712202832623,0.01167306923801145,NA,NA,NA,Liver_Control,0.00616998211407619,0.5276712202832623,0.011692853195146869,NA,NA,NA
NA,ENSG00000076928,ENSMUSG00000040940,NA,Liver_Control,NA,ortholog_one2one,NA,NA,84.96798112571621,NA,2.517835435128177,9.999999,0.2517835686911745,NA,NA,NA,Liver_Control,0.06280146724600574,0.42707085725768695,0.14705163365458218,NA,NA,NA
NA,ENSG00000076944,ENSMUSG00000004626,NA,Liver_Control,NA,ortholog_one2one,NA,NA,85.97359735973598,NA,1.4044384312506089,2.123864499603768,0.6612655522575115,NA,NA,NA,Liver_Control,0.027685751791035162,0.4881269223081582,0.05671834624511233,NA,NA,NA
NA,ENSG00000076984,ENSMUSG00000002948,NA,Liver_Control,NA,ortholog_one2one,NA,NA,84.29282160625444,NA,0.00928535821143333,0.4175903097214394,0.02223556915778838,NA,NA,NA,Liver_Control,0.006268283769928814,0.4175729998323144,0.015011228629355779,NA,NA,NA
NA,ENSG00000077097,ENSMUSG00000017485,NA,Liver_Control,NA,ortholog_one2one,NA,NA,91.33374308543333,NA,2.067399790453583,9.999999,0.20673999971935825,NA,NA,NA,Liver_Control,0.01637702596318082,0.32194117404825184,0.05086962241346075,NA,NA,NA
NA,ENSG00000077147,ENSMUSG00000025016,NA,Liver_Control,NA,ortholog_one2one,NA,NA,91.9774011299435,NA,1.5313692740995717,9.999999,0.15313694272365144,NA,NA,NA,Liver_Control,0.0030541873276008834,0.34189129308587934,0.008933211782125451,NA,NA,NA
NA,ENSG00000077150,ENSMUSG00000025225,NA,Liver_Control,NA,ortholog_one2one,NA,NA,86.45948945615983,NA,0.07799762335363773,0.5324840516280349,0.14647879709291786,NA,NA,NA,Liver_Control,0.04475051149673123,0.4793716404287981,0.0933524383225964,NA,NA,NA
NA,ENSG00000077232,ENSMUSG00000027006,NA,Liver_Control,NA,ortholog_one2one,NA,NA,87.3215785054576,NA,0.05133003582342613,0.4294426837598645,0.11952709352042153,NA,NA,NA,Liver_Control,0.05142373533263529,0.4294426837598645,0.11974528214664006,NA,NA,NA
NA,ENSG00000077235,ENSMUSG00000032777,NA,Liver_Control,NA,ortholog_one2one,NA,NA,78.74509803921569,NA,0.898902874194412,1.9208654942196024,0.4679676306849444,NA,NA,NA,Liver_Control,0.12365618490647462,0.6432941220383679,0.1922234024378345,NA,NA,NA
NA,ENSG00000077238,ENSMUSG00000030748,NA,Liver_Control,NA,ortholog_one2one,NA,NA,65.3012048192771,NA,1.2545020914167315,2.31490459336573,0.541923885335059,NA,NA,NA,Liver_Control,0.35300187789311105,0.7805986472269173,0.45221943331205217,NA,NA,NA
NA,ENSG00000077312,ENSMUSG00000061479,NA,Liver_Control,NA,ortholog_one2one,NA,NA,86.96655132641291,NA,1.469101791704814,9.999999,0.14691019386150075,NA,NA,NA,Liver_Control,0.013605912886518804,0.5575732493367039,0.02440201875305992,NA,NA,NA
NA,ENSG00000077348,ENSMUSG00000061286,NA,Liver_Control,NA,ortholog_one2one,NA,NA,77.51937984496124,NA,0.7332979803661481,1.4527279525733696,0.5047730919386388,NA,NA,NA,Liver_Control,0.05406375715786842,0.5737919267981183,0.09422188537847813,NA,NA,NA
NA,ENSG00000077420,ENSMUSG00000026786,NA,Liver_Control,NA,ortholog_one2one,NA,NA,80.15755785327426,NA,1.003765043260648,1.7157251296847111,0.5850383758411839,NA,NA,NA,Liver_Control,0.11525630075761867,0.6011403207160415,0.19172944616380486,NA,NA,NA
NA,ENSG00000077454,ENSMUSG00000093445,NA,Liver_Control,NA,ortholog_one2one,NA,NA,84.35672514619883,NA,0.2407700967431971,0.6917925581157772,0.3480379976896228,NA,NA,NA,Liver_Control,0.08143089845115975,0.43899878959118854,0.18549230745485912,NA,NA,NA
NA,ENSG00000077463,ENSMUSG00000034748,NA,Liver_Control,NA,ortholog_one2one,NA,NA,78.65168539325843,NA,0.12610833327861865,0.6777176091403185,0.1860779941052239,NA,NA,NA,Liver_Control,0.07348169182205092,0.628993897817548,0.11682417282109424,NA,NA,NA
NA,ENSG00000077585,ENSMUSG00000021306,NA,Liver_Control,NA,ortholog_one2one,NA,NA,81.25509372453138,NA,2.5426340959162856,9.999999,0.25426343501797205,NA,NA,NA,Liver_Control,0.07922919151763386,0.4806465502752463,0.16483878116312828,NA,NA,NA
NA,ENSG00000077684,ENSMUSG00000025764,NA,Liver_Control,NA,ortholog_one2one,NA,NA,89.27021696252466,NA,1.2600273215099258,9.999999,0.12600274475126705,NA,NA,NA,Liver_Control,0.03376128378225088,0.3252721696352747,0.10379395144720545,NA,NA,NA
NA,ENSG00000077984,ENSMUSG00000068129,NA,Liver_Control,NA,ortholog_one2one,NA,NA,77.62557077625571,NA,9.999999,9.999999,1,NA,NA,NA,Liver_Control,0.18462034310576583,0.540942912861041,0.34129357962989276,NA,NA,NA
NA,ENSG00000078061,ENSMUSG00000001127,NA,Liver_Control,NA,ortholog_one2one,NA,NA,90.0054914881933,NA,0.6369964253997793,0.9824106862575244,0.6484013603581671,NA,NA,NA,Liver_Control,0.021437267851169096,0.3552411590098852,0.0603456759090592,NA,NA,NA
NA,ENSG00000078070,ENSMUSG00000027709,NA,Liver_Control,NA,ortholog_one2one,NA,NA,83.05785123966942,NA,2.828090771346382,9.999999,0.2828091054155487,NA,NA,NA,Liver_Control,0.08318426095705239,0.5808660373057427,0.14320730704602685,NA,NA,NA
NA,ENSG00000078140,ENSMUSG00000029203,NA,Liver_Control,NA,ortholog_one2one,NA,NA,95.6882255389718,NA,0,0.17939865942683453,0,NA,NA,NA,Liver_Control,0,0.17939865942683453,0,NA,NA,NA
NA,ENSG00000078142,ENSMUSG00000033628,NA,Liver_Control,NA,ortholog_one2one,NA,NA,87.76276276276276,NA,0.0104053243378746,0.6500424712494879,0.016007145376015,NA,NA,NA,Liver_Control,0.010422084034870983,0.6500424712494879,0.016032927840604068,NA,NA,NA
NA,ENSG00000078304,ENSMUSG00000017843,NA,Liver_Control,NA,ortholog_one2one,NA,NA,80.28735632183908,NA,2.3219836953510717,9.999999,0.23219839275494644,NA,NA,NA,Liver_Control,0.04759533222837531,0.45118869992879657,0.10548875057351052,NA,NA,NA
NA,ENSG00000078403,ENSMUSG00000026743,NA,Liver_Control,NA,ortholog_one2one,NA,NA,90.01865671641791,NA,0.3031929543447637,0.6261329542041644,0.484230948569273,NA,NA,NA,Liver_Control,0.03239930873417163,0.31326114000761174,0.10342587891171046,NA,NA,NA
NA,ENSG00000078618,ENSMUSG00000053510,NA,Liver_Control,NA,ortholog_one2one,NA,NA,89.7165991902834,NA,1.9045510591682144,9.999999,0.1904551249623339,NA,NA,NA,Liver_Control,0.03144871546664985,0.31353284460911324,0.1003043732335523,NA,NA,NA
NA,ENSG00000078668,ENSMUSG00000008892,NA,Liver_Control,NA,ortholog_one2one,NA,NA,91.34502923976608,NA,1.6514645856902928,3.157832031787663,0.5229741699577958,NA,NA,NA,Liver_Control,0.00829781063098613,0.35345337433748586,0.02347639387101502,NA,NA,NA
NA,ENSG00000078674,ENSMUSG00000031592,NA,Liver_Control,NA,ortholog_one2one,NA,NA,85.89866156787762,NA,1.343121031181944,9.999999,0.13431211654940603,NA,NA,NA,Liver_Control,0.054549412556937946,0.3311669591716305,0.16471876510079975,NA,NA,NA
NA,ENSG00000078747,ENSMUSG00000027598,NA,Liver_Control,NA,ortholog_one2one,NA,NA,87.08609271523179,NA,1.1608360005331853,2.123733828589771,0.5466014549026694,NA,NA,NA,Liver_Control,0.02196406400279513,0.3416012309486165,0.0642973795551075,NA,NA,NA
NA,ENSG00000078804,ENSMUSG00000038375,NA,Liver_Control,NA,ortholog_one2one,NA,NA,83.63363363363364,NA,0.329106220143428,0.7137473335027908,0.4610962517061945,NA,NA,NA,Liver_Control,0.07911507959181,0.5348806617366276,0.1479116469362391,NA,NA,NA
NA,ENSG00000078967,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA
NA,ENSG00000079246,ENSMUSG00000026187,NA,Liver_Control,NA,ortholog_one2one,NA,NA,83.69663941871026,NA,0.29727287148900156,0.6741856638463426,0.4409362100537853,NA,NA,NA,Liver_Control,0.12325168811902112,0.39326448574707784,0.31340660696803574,NA,NA,NA
NA,ENSG00000079277,ENSMUSG00000028708,NA,Liver_Control,NA,ortholog_one2one,NA,NA,77.3276474769012,NA,4.507549901491943,9.999999,0.45075503522469784,NA,NA,NA,Liver_Control,0.03706991798171415,0.44694254695843155,0.08294112573077962,NA,NA,NA
NA,ENSG00000079313,ENSMUSG00000047417,NA,Liver_Control,NA,ortholog_one2one,NA,NA,77.54111620382852,NA,1.6727194288760356,9.999999,0.16727195961479951,NA,NA,NA,Liver_Control,0.13045121173920418,0.6859326986963306,0.19018077427586852,NA,NA,NA
NA,ENSG00000079332,ENSMUSG00000020088,NA,Liver_Control,NA,ortholog_one2one,NA,NA,93.1323283082077,NA,0.00254777621979122,0.3193023296548584,0.00797919709056046,NA,NA,NA,Liver_Control,0.0025673997426108753,0.3193023296548584,0.00804065459023127,NA,NA,NA
NA,ENSG00000079432,ENSMUSG00000005442,NA,Liver_Control,NA,ortholog_one2one,NA,NA,87.39918021948962,NA,1.62660182385785,9.999999,0.16266019865180484,NA,NA,NA,Liver_Control,0.03943057162465375,0.4135182367784747,0.09535388797320939,NA,NA,NA
NA,ENSG00000079557,ENSMUSG00000029369,NA,Liver_Control,NA,ortholog_one2one,NA,NA,75.80733442802408,NA,0.19927460397790603,0.5544869939172357,0.3593855332297485,NA,NA,NA,Liver_Control,0.19769550898548333,0.5554373914403942,0.355927620344045,NA,NA,NA
NA,ENSG00000079805,ENSMUSG00000033335,NA,Liver_Control,NA,ortholog_one2one,NA,NA,88.2510524301569,NA,0.01912713883719154,0.5506334944589266,0.0347366061630279,NA,NA,NA,Liver_Control,0.019151320789420185,0.5510196893902842,0.03475614602921278,NA,NA,NA
NA,ENSG00000079950,ENSMUSG00000019998,NA,Liver_Control,NA,ortholog_one2one,NA,NA,87.40458015267176,NA,0.03143981050375002,0.5746404787929323,0.05471214031039246,NA,NA,NA,Liver_Control,0.0316252531952369,0.5746404787929323,0.055034851115375115,NA,NA,NA
NA,ENSG00000079999,ENSMUSG00000003308,NA,Liver_Control,NA,ortholog_one2one,NA,NA,86.45333333333333,NA,0.03374179320581873,0.6525897380890311,0.05170444957443604,NA,NA,NA,Liver_Control,0.03381929042912436,0.6525897380890311,0.05182320293321941,NA,NA,NA
NA,ENSG00000080031,ENSMUSG00000035429,NA,Liver_Control,NA,ortholog_one2one,NA,NA,62.873357228195935,NA,2.96198864431148,9.999999,0.2961988940510374,NA,NA,NA,Liver_Control,0.26203759635693336,0.6675573320279002,0.3925319725886579,NA,NA,NA
NA,ENSG00000080189,ENSMUSG00000017664,NA,Liver_Control,NA,ortholog_one2one,NA,NA,82.0253164556962,NA,2.4505892366414903,9.999999,0.24505894817004384,NA,NA,NA,Liver_Control,0.02565495875924653,0.4544339063502477,0.056454763609723645,NA,NA,NA
NA,ENSG00000080493,ENSMUSG00000060961,NA,Liver_Control,NA,ortholog_one2one,NA,NA,83.99881691807158,NA,1.0416107018873797,2.7291599999745677,0.38165981543664945,NA,NA,NA,Liver_Control,0.037979305422465866,0.5287491139986196,0.0718285939720081,NA,NA,NA
NA,ENSG00000080503,ENSMUSG00000024921,NA,Liver_Control,NA,ortholog_one2one,NA,NA,89.26342072409489,NA,1.0449271174300112,9.999999,0.10449272219227332,NA,NA,NA,Liver_Control,0.012275293421347033,0.4789333813699659,0.025630482022852837,NA,NA,NA
NA,ENSG00000080573,ENSMUSG00000004098,NA,Liver_Control,NA,ortholog_one2one,NA,NA,80.93058733791,NA,9.999999,9.999999,1,NA,NA,NA,Liver_Control,0.10014557294453827,0.6026922939930437,0.16616368575254117,NA,NA,NA
NA,ENSG00000080608,ENSMUSG00000041360,NA,Liver_Control,NA,ortholog_one2one,NA,NA,85.87570621468926,NA,1.6063323705390702,9.999999,0.1606332531172323,NA,NA,NA,Liver_Control,0.05295839876325378,0.5025689150917676,0.10537539663308411,NA,NA,NA
NA,ENSG00000080618,ENSMUSG00000021999,NA,Liver_Control,NA,ortholog_one2one,NA,NA,83.80503144654088,NA,2.227824881221702,9.999999,0.2227825104004212,NA,NA,NA,Liver_Control,0.09646458122969676,0.5028722759957263,0.1918272011291324,NA,NA,NA
NA,ENSG00000080709,ENSMUSG00000054477,NA,Liver_Control,NA,ortholog_one2one,NA,NA,62.63096623981374,NA,9.999999,9.999999,1,NA,NA,NA,Liver_Control,0.0038820312617330642,0.2366645371334927,0.016403096588752417,NA,NA,NA
NA,ENSG00000080815,ENSMUSG00000019969,NA,Liver_Control,NA,ortholog_one2one,NA,NA,85.53459119496856,NA,0.43033192467830467,1.0328010227227702,0.4166648901487548,NA,NA,NA,Liver_Control,0.03640443017342534,0.509201615618939,0.07149315527833791,NA,NA,NA
NA,ENSG00000080819,ENSMUSG00000022742,NA,Liver_Control,NA,ortholog_one2one,NA,NA,81.39194139194139,NA,2.140320112171655,1.861367090795364,1.1498645929412528,NA,NA,NA,Liver_Control,0.09758458331381767,0.5076852583534697,0.19221472695564384,NA,NA,NA
NA,ENSG00000080822,ENSMUSG00000022744,NA,Liver_Control,NA,ortholog_one2one,NA,NA,78.33935018050542,NA,2.9878341787232356,9.999999,0.29878344775066834,NA,NA,NA,Liver_Control,0.04492150372926536,0.691827026890778,0.0649316982181983,NA,NA,NA
NA,ENSG00000080824,ENSMUSG00000021270,NA,Liver_Control,NA,ortholog_one2one,NA,NA,77.33644859813084,NA,1.8080793815718883,9.999999,0.18080795623798449,NA,NA,NA,Liver_Control,0.0034820299438530888,0.508066220176111,0.00685349626795915,NA,NA,NA
NA,ENSG00000080845,ENSMUSG00000061689,NA,Liver_Control,NA,ortholog_one2one,NA,NA,90.84507042253522,NA,0.1258299145235532,0.5247427898484953,0.2397935082821872,NA,NA,NA,Liver_Control,0.015054526687121022,0.3696625551886554,0.04072505174195429,NA,NA,NA
NA,ENSG00000081154,ENSMUSG00000071533,NA,Liver_Control,NA,ortholog_one2one,NA,NA,83.85964912280701,NA,1.991981283658729,9.999999,0.19919814828568772,NA,NA,NA,Liver_Control,0.08774740581233224,0.37296266916088905,0.2352712833425151,NA,NA,NA
NA,ENSG00000081237,ENSMUSG00000026395,NA,Liver_Control,NA,ortholog_one2one,NA,NA,72.67924528301887,NA,1.891542277918323,9.999999,0.18915424670725697,NA,NA,NA,Liver_Control,0.21985886510211855,0.6365507734625883,0.34539093229935447,NA,NA,NA
NA,ENSG00000081307,ENSMUSG00000032557,NA,Liver_Control,NA,ortholog_one2one,NA,NA,74.73002159827213,NA,2.607737938616108,9.999999,0.2607738199389928,NA,NA,NA,Liver_Control,0.065057137013341,0.4911362628749488,0.13246249957703812,NA,NA,NA
NA,ENSG00000081377,ENSMUSG00000033102,NA,Liver_Control,NA,ortholog_one2many,NA,NA,86.63994655978624,NA,0.06772374554153152,0.4059402221674533,0.16683181868485794,NA,NA,NA,Liver_Control,0.0629367588793131,0.3943782212134287,0.15958477292602102,NA,NA,NA
NA,ENSG00000081692,ENSMUSG00000036819,NA,Liver_Control,NA,ortholog_one2one,NA,NA,76.71339563862928,NA,2.327122734215437,9.999999,0.23271229669277335,NA,NA,NA,Liver_Control,0.1433326590300421,0.7591357345230603,0.18881031745935825,NA,NA,NA
NA,ENSG00000081791,ENSMUSG00000024442,NA,Liver_Control,NA,ortholog_one2one,NA,NA,78.7781350482315,NA,1.0407031233659048,1.5191973991373595,0.6850348242807968,NA,NA,NA,Liver_Control,0.1558811590569073,0.5285681597618781,0.29491212472414596,NA,NA,NA
NA,ENSG00000081803,ENSMUSG00000017978,NA,Liver_Control,NA,ortholog_one2one,NA,NA,89.27115188583079,NA,1.963837601426369,9.999999,0.19638377978101487,NA,NA,NA,Liver_Control,0.018530877786060027,0.4129169689109321,0.044877975915921284,NA,NA,NA
NA,ENSG00000081913,ENSMUSG00000044340,NA,Liver_Control,NA,ortholog_one2one,NA,NA,83.45835737641855,NA,2.347199984333673,9.999999,0.23472002190536947,NA,NA,NA,Liver_Control,0.05770449891662606,0.4699779251167915,0.12278129638171037,NA,NA,NA
NA,ENSG00000082074,ENSMUSG00000022148,NA,Liver_Control,NA,ortholog_one2one,NA,NA,79.25574030087094,NA,1.854123604938315,9.999999,0.18541237903506935,NA,NA,NA,Liver_Control,0.12330602782924002,0.524219903687762,0.2352181345305883,NA,NA,NA
NA,ENSG00000082146,ENSMUSG00000026027,NA,Liver_Control,NA,ortholog_one2one,NA,NA,89.73747016706444,NA,0.04801855541635408,0.3014025082452287,0.15931703984787338,NA,NA,NA,Liver_Control,0.048149525124736595,0.30189706998106036,0.1594898722526763,NA,NA,NA
NA,ENSG00000082212,ENSMUSG00000024556,NA,Liver_Control,NA,ortholog_one2one,NA,NA,85.18518518518519,NA,0.06027960773987736,0.5063451676126591,0.11904845073191198,NA,NA,NA,Liver_Control,0.059673902262986286,0.5071863664475073,0.11765675540721068,NA,NA,NA
NA,ENSG00000082258,ENSMUSG00000026349,NA,Liver_Control,NA,ortholog_one2one,NA,NA,87.23887375113533,NA,0.5639028140674376,0.9352117514186876,0.6029680585300755,NA,NA,NA,Liver_Control,0.06089943798492156,0.36010321541052004,0.16911661817708515,NA,NA,NA
NA,ENSG00000082515,ENSMUSG00000020514,NA,Liver_Control,NA,ortholog_one2one,NA,NA,76.25178826895565,NA,1.6033850554998137,9.999999,0.1603385215838335,NA,NA,NA,Liver_Control,0.04943328711499053,0.5100750483115566,0.09691375274800035,NA,NA,NA
NA,ENSG00000082641,ENSMUSG00000038615,NA,Liver_Control,NA,ortholog_one2one,NA,NA,81.59931212381771,NA,0.884846012136358,1.3303955546418649,0.6650999464400299,NA,NA,NA,Liver_Control,0.08947217465223575,0.4329771195090629,0.2066441172542443,NA,NA,NA
NA,ENSG00000082701,ENSMUSG00000022812,NA,Liver_Control,NA,ortholog_one2one,NA,NA,80.71625344352617,NA,0.2731071393490978,0.6616986149660067,0.4127364530801203,NA,NA,NA,Liver_Control,0.004751263895062667,0.28949534896746915,0.01641222876985347,NA,NA,NA
NA,ENSG00000082898,ENSMUSG00000020290,NA,Liver_Control,NA,ortholog_one2one,NA,NA,91.54228855721394,NA,0.0095303536974309,0.3910715365370373,0.0243698474755355,NA,NA,NA,Liver_Control,0.009540044166362192,0.3913291998011513,0.02437856457225742,NA,NA,NA
NA,ENSG00000082996,ENSMUSG00000036503,NA,Liver_Control,NA,ortholog_one2one,NA,NA,89.61605584642234,NA,0.03330253158742762,0.35189571352268334,0.0946375028386952,NA,NA,NA,Liver_Control,0.03342106000241733,0.35189571352268334,0.09497433108193572,NA,NA,NA
NA,ENSG00000083099,ENSMUSG00000045854,NA,Liver_Control,NA,ortholog_one2one,NA,NA,67.34006734006734,NA,0.32446826559378605,1.3843656906432704,0.23438045870886615,NA,NA,NA,Liver_Control,0.23563302738164005,1.2877270224523396,0.18298367842968918,NA,NA,NA
NA,ENSG00000083123,ENSMUSG00000032263,NA,Liver_Control,NA,ortholog_one2one,NA,NA,85.15691263782867,NA,1.8310185611009837,9.999999,0.1831018744202858,NA,NA,NA,Liver_Control,0.04089340065265031,0.636854487090527,0.06421152944917138,NA,NA,NA
NA,ENSG00000083223,ENSMUSG00000035248,NA,Liver_Control,NA,ortholog_one2one,NA,NA,80.68030235660294,NA,0.6151236706492984,1.3098316934843823,0.469620389939536,NA,NA,NA,Liver_Control,0.11837038626082126,0.529124480440203,0.22370990312590242,NA,NA,NA
NA,ENSG00000083312,ENSMUSG00000009470,NA,Liver_Control,NA,ortholog_one2one,NA,NA,90.80459770114942,NA,0.00141271944057603,0.4449152737175624,0.0031752549845543,NA,NA,NA,Liver_Control,0.001414528411418319,0.4453166282701958,0.0031764554063767277,NA,NA,NA
NA,ENSG00000083444,ENSMUSG00000019055,NA,Liver_Control,NA,ortholog_one2one,NA,NA,86.09967992684042,NA,1.4897645993312567,9.999999,0.14897647483077314,NA,NA,NA,Liver_Control,0.046383782990324,0.5242116587737854,0.08848292901158106,NA,NA,NA
NA,ENSG00000083520,ENSMUSG00000033166,NA,Liver_Control,NA,ortholog_one2one,NA,NA,86.478971150504,NA,0.04856342843685577,0.5503265512219917,0.08824474910218565,NA,NA,NA,Liver_Control,0.04862063148051385,0.5506995245400279,0.08828885683372299,NA,NA,NA
NA,ENSG00000083799,ENSMUSG00000036712,NA,Liver_Control,NA,ortholog_one2one,NA,NA,89.72483455242076,NA,0.6663459397379433,1.3812694635439686,0.48241560196971095,NA,NA,NA,Liver_Control,0.02480140936790856,0.41982502005553735,0.05907558669235021,NA,NA,NA
NA,ENSG00000083807,ENSMUSG00000030382,NA,Liver_Control,NA,ortholog_one2one,NA,NA,75.63917028461168,NA,9.999999,9.999999,1,NA,NA,NA,Liver_Control,0.18574491540473,0.6463129826969788,0.2873915894891063,NA,NA,NA
NA,ENSG00000083838,ENSMUSG00000033961,NA,Liver_Control,NA,ortholog_one2one,NA,NA,54.016786570743406,NA,2.587850239739967,9.999999,0.25878504985250167,NA,NA,NA,Liver_Control,0.2955359616833604,0.8134202375313285,0.3633250662416399,NA,NA,NA
NA,ENSG00000083845,ENSMUSG00000012848,NA,Liver_Control,NA,ortholog_one2one,NA,NA,82.15339233038348,NA,1.2139073556344944,1.6567118837710697,0.7327208596291064,NA,NA,NA,Liver_Control,0.005025167926750753,0.440891359510884,0.011397746447845051,NA,NA,NA
NA,ENSG00000083857,ENSMUSG00000070047,NA,Liver_Control,NA,ortholog_one2one,NA,NA,81.53250107619458,NA,2.683511727068653,9.999999,0.2683511995419852,NA,NA,NA,Liver_Control,0.06331330991553975,0.7734124024250185,0.08186228940345693,NA,NA,NA
NA,ENSG00000083937,ENSMUSG00000004843,NA,Liver_Control,NA,ortholog_one2one,NA,NA,82.46376811594203,NA,1.5919137116087758,9.999999,0.1591913870800163,NA,NA,NA,Liver_Control,0.03357300297760395,0.6449110209205939,0.052058348963674624,NA,NA,NA
NA,ENSG00000084070,ENSMUSG00000032870,NA,Liver_Control,NA,ortholog_one2one,NA,NA,91.55038759689924,NA,0.4925492228837272,1.0019432084704398,0.4915939533495613,NA,NA,NA,Liver_Control,0.021456551703554767,0.3133892699946605,0.0684661338402567,NA,NA,NA
NA,ENSG00000084072,ENSMUSG00000028651,NA,Liver_Control,NA,ortholog_one2one,NA,NA,84.76190476190476,NA,0.06294956664987635,0.4966745166316724,0.1267420907293276,NA,NA,NA,Liver_Control,0.05233198875294206,0.4862302407407959,0.10762800082778001,NA,NA,NA
NA,ENSG00000084073,ENSMUSG00000043207,NA,Liver_Control,NA,ortholog_one2one,NA,NA,90.05602240896359,NA,0.03438272365991159,0.3709898490474247,0.09267834079071084,NA,NA,NA,Liver_Control,0.034486356697383924,0.3709898490474247,0.09295768276661238,NA,NA,NA
NA,ENSG00000084090,ENSMUSG00000027367,NA,Liver_Control,NA,ortholog_one2one,NA,NA,64.22764227642277,NA,9.999999,9.999999,1,NA,NA,NA,Liver_Control,0.037836590953126525,0.3959407568832199,0.09556124317933296,NA,NA,NA
NA,ENSG00000084093,ENSMUSG00000029249,NA,Liver_Control,NA,ortholog_one2one,NA,NA,70.33293697978597,NA,1.4135444525708776,9.999999,0.1413544593925337,NA,NA,NA,Liver_Control,0.22547629700235491,0.8138854332725944,0.2770368995249436,NA,NA,NA
NA,ENSG00000084110,ENSMUSG00000020017,NA,Liver_Control,NA,ortholog_one2one,NA,NA,87.43667679837893,NA,0.03284126861303346,0.49284906705549114,0.06663554992452848,NA,NA,NA,Liver_Control,0.03289765407928219,0.4934745856646855,0.06666534616969322,NA,NA,NA
NA,ENSG00000084207,ENSMUSG00000060803,NA,Liver_Control,NA,ortholog_one2many,NA,NA,83.25434439178515,NA,0.08387204732264045,0.5578524568464271,0.1503480827112855,NA,NA,NA,Liver_Control,0.08017547477488064,0.5538923594741343,0.14474919793260785,NA,NA,NA
NA,ENSG00000084234,ENSMUSG00000031996,NA,Liver_Control,NA,ortholog_one2one,NA,NA,87.87085514834206,NA,0.173163553846285,0.5573964228041408,0.31066498951524774,NA,NA,NA,Liver_Control,0.035951508614853925,0.3867713466270046,0.09295287494377116,NA,NA,NA
NA,ENSG00000084463,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA
