GeneSymbol_Human,HumanEnsembl,MouseEnsembl,MacaqueEnsembl,Source,Daneman_Filter,Mouse_OrthoType,Macaque_OrthoType,Human_BBB_Datasets_N,PctId_Human_Mouse,PctId_Human_Macaque,dN_Human_Mouse,dS_Human_Mouse,dNdS_Human_Mouse,dN_Human_Macaque,dS_Human_Macaque,dNdS_Human_Macaque,Gene_Set
EFHD2,ENSG00000142634,ENSMUSG00000040659,ENSMMUG00000050246,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,89.11845730027548,97.25651577503429,0.055550464563017266,0.491366164184741,0.11305309280948317,1.1974300444893917,1.3805971448671897,0.8673276262675321,BBB
EFNB1,ENSG00000090776,ENSMUSG00000031217,ENSMMUG00000020965,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,90.48991354466858,98.07877041306436,0.360563469418858,0.8658964325293563,0.4164048445905034,0.010996978733764097,0.046162673439634566,0.23822231067584268,BBB
EFR3B,ENSG00000084710,ENSMUSG00000020658,ENSMMUG00000016461,Munji,NA,ortholog_one2one,ortholog_one2one,1,90.05704971475143,97.55501222493888,0.012679429389640971,0.43308227539336325,0.029277183828694913,0,0.08704080368885216,0,BBB
EFTUD2,ENSG00000108883,ENSMUSG00000020929,ENSMMUG00000013118,Munji,NA,ortholog_one2one,ortholog_one2one,1,91.53819801301816,98.15005138746146,0.002562015682621398,0.3823111290017571,0.00670138923057514,5.293806741210591e-4,0.062447169447405616,0.008477256516276774,BBB
EGFL8,ENSG00000240389,NA,NA,Daneman,lung_only,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,BBB
EGR3,ENSG00000179388,ENSMUSG00000033730,ENSMMUG00000058396,Munji,NA,ortholog_one2one,ortholog_one2one,2,94.3298969072165,88.4020618556701,0.004686780084408553,0.23943885383321584,0.019574016536485717,2.593796336954174,9.999999,0.25937965963338333,BBB
EIF2B2,ENSG00000119718,ENSMUSG00000004788,ENSMMUG00000002910,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,89.10984848484848,98.48484848484848,0.02691866099960139,0.462519361674366,0.0582000738350783,0.003742130687217958,0.04597966992310376,0.08138663660431412,BBB
EIF2S2,ENSG00000125977,ENSMUSG00000074656,ENSMMUG00000018095,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,92.21556886227545,96.02713178294573,0.5179635549188424,1.2908234571361152,0.40126599191807527,1.8809332451385692,9.999999,0.18809334332319125,BBB
EIF4A1,ENSG00000161960,ENSMUSG00000059796,ENSMMUG00000056722,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,92.62899262899263,85.74938574938575,0,0.33137609396219936,0,2.5508283305398254,9.999999,0.25508285856226837,BBB
EIF4E2,ENSG00000135930,ENSMUSG00000026254,ENSMMUG00000022151,Daneman,lung_only,ortholog_one2one,ortholog_one2many,1,84.74358974358974,99.1869918699187,0.07819456743594423,0.4177318349419097,0.187188432614474,0,0.030857287807685846,0,BBB
EIF4E2,ENSG00000135930,ENSMUSG00000026254,ENSMMUG00000046892,Daneman,lung_only,ortholog_one2one,ortholog_one2many,1,84.74358974358974,73.17073170731707,0.07819456743594423,0.4177318349419097,0.187188432614474,1.004556847603748,1.7195164032625372,0.5842089355459156,BBB
EIF5,ENSG00000100664,ENSMUSG00000021282,ENSMMUG00000005630,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,92.43827160493827,97.99382716049382,0.5484350035381593,1.0190717351738394,0.5381711459641297,0.004728167621017722,0.06370949676828122,0.0742144870209007,BBB
EIF5A,ENSG00000288145,NA,NA,Daneman,lung_only,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,BBB
ELAVL1,ENSG00000066044,ENSMUSG00000040028,ENSMMUG00000006544,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,91.0295616717635,97.75739041794088,0.007143392515575477,0.4062769880271675,0.017582567376663243,0,0.09196876522187439,0,BBB
ELOVL6,ENSG00000170522,ENSMUSG00000041220,ENSMMUG00000050694,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,92.53731343283582,99.12280701754386,0.13207533120112253,0.4180976439078867,0.31589589926084527,0.009560520723389188,0.007465764931311484,1.2805815360315298,BBB
ELOVL7,ENSG00000164181,ENSMUSG00000021696,ENSMMUG00000014211,Both,liver_only,ortholog_one2one,ortholog_one2one,2,88.65248226950355,96.47887323943662,0.059991837454623866,0.3484079504741682,0.17218848586255725,0.7516247587873253,1.4129735990051095,0.5319453663653395,BBB
EML2,ENSG00000125746,ENSMUSG00000040811,ENSMMUG00000038377,Munji,NA,ortholog_one2one,ortholog_one2one,1,87.58323540932237,64.15981198589894,2.2825493554876397,9.999999,0.2282549583742598,2.250197729399108,9.999999,0.2250197954418903,BBB
EMP2,ENSG00000213853,ENSMUSG00000022505,ENSMMUG00000060713,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,78.42003853564547,96.03174603174604,0.954028720610528,9.999999,0.09540288160134096,0.04035949182251734,0.06847784159015324,0.5893803146435741,BBB
ENC1,ENSG00000171617,ENSMUSG00000041773,ENSMMUG00000019996,Munji,NA,ortholog_one2one,ortholog_one2one,1,90.33898305084746,98.64406779661017,0.0028839424642325986,0.44962166720836716,0.006414153664209647,8.764244137071934e-4,0.04016674277575634,0.021819653602486822,BBB
ENPEP,ENSG00000138792,ENSMUSG00000028024,ENSMMUG00000005517,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,79.79057591623037,97.32080723729993,1.8789535332273761,9.999999,0.1878953721122748,0.01194120917230012,0.07532897173540487,0.1585208041103223,BBB
ENPP4,ENSG00000001561,ENSMUSG00000023961,ENSMMUG00000042260,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,83.29686360320933,97.79735682819383,9.999999,9.999999,1,0.013138399840076089,0.054357055339142854,0.2417055110528595,BBB
ENY2,ENSG00000120533,ENSMUSG00000022338,ENSMMUG00000056202,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,98.03921568627452,100,0,0.0570347781041658,0,0,0,NA,BBB
EPB41L2,ENSG00000079819,ENSMUSG00000019978,ENSMMUG00000007758,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,80.37735849056604,97.51337740006295,1.5994085013956592,9.999999,0.15994086613365252,1.2191242135243059,9.999999,0.12191243354367394,BBB
EPC1,ENSG00000120616,ENSMUSG00000024240,ENSMMUG00000012451,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,86.95306284805092,99.44245320589407,0.5274502582280058,1.3189782497016007,0.39989306749169945,0.0012507823908511713,0.019840096837290197,0.06304315957270326,BBB
EPC2,ENSG00000135999,ENSMUSG00000069495,ENSMMUG00000023176,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,94.35517099299547,96.45214521452145,0.4607799229486092,0.8996396376598745,0.5121827714785679,2.1038616436024014,9.999999,0.21038618539885867,BBB
EPHA4,ENSG00000116106,ENSMUSG00000026235,ENSMMUG00000012364,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,90.67882472137791,96.53121902874133,0.007242264683971945,0.4563166902317558,0.01587113695160639,2.638377776597114,9.999999,0.2638378040434918,BBB
EPHX1,ENSG00000143819,ENSMUSG00000038776,ENSMMUG00000005782,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,84.57602339181287,89.43262411347517,0.08965190529610478,0.4972791422599365,0.18028486955771444,0.08114446875703153,0.16721584120880775,0.4852678321051164,BBB
EPS8,ENSG00000151491,ENSMUSG00000015766,ENSMMUG00000020431,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,2,82.65873015873017,93.30199764982373,1.8263847915711233,9.999999,0.18263849742096205,1.922069833010704,9.999999,0.19220700252177064,BBB
EPS8L2,ENSG00000177106,ENSMUSG00000025504,ENSMMUG00000017483,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,75.63131313131314,80.10752688172043,0.8067082859909193,9.999999,0.08067083666617558,0.7612666166573907,0.9593118707241641,0.7935548802108815,BBB
ERG,ENSG00000157554,ENSMUSG00000040732,ENSMMUG00000010296,Munji,NA,ortholog_one2one,ortholog_one2one,2,89.80150581793292,98.83641341546885,0.014891529408672667,0.48152820712855626,0.030925559890818594,0,0.03567548459640809,0,BBB
ERH,ENSG00000100632,ENSMUSG00000063412,ENSMMUG00000021571,Daneman,lung_only,ortholog_one2many,ortholog_one2one,1,93.01587301587301,99.36507936507937,0,0.29333653979709634,0,0,0.03724700265251502,0,BBB
ERH,ENSG00000100632,ENSMUSG00000021131,ENSMMUG00000021571,Daneman,lung_only,ortholog_one2many,ortholog_one2one,1,78.76344086021506,99.36507936507937,9.999999,9.999999,1,0,0.03724700265251502,0,BBB
ERN1,ENSG00000178607,ENSMUSG00000020715,ENSMMUG00000015185,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,88.80952380952381,97.71876064010895,0.48586951700834724,1.0673120030302647,0.45522725841074413,1.9900796622458459,9.999999,0.19900798612538317,BBB
ERP29,ENSG00000089248,ENSMUSG00000029616,ENSMMUG00000054840,Daneman,lung_only,ortholog_one2one,ortholog_one2many,1,86.48989898989899,97.45547073791349,1.831293791425179,9.999999,0.18312939745545764,0.010532008468665609,0.07098818668170126,0.1483628327610242,BBB
ERP29,ENSG00000089248,ENSMUSG00000029616,ENSMMUG00000037458,Daneman,lung_only,ortholog_one2one,ortholog_one2many,1,86.48989898989899,97.32824427480917,1.831293791425179,9.999999,0.18312939745545764,0.010532008468665609,0.07496501200687167,0.1404923201733122,BBB
ESCO1,ENSG00000141446,ENSMUSG00000024293,ENSMMUG00000012987,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,82.80204643841007,97.74078478002379,1.6718470285021696,9.999999,0.1671847195686889,0.017505855653097518,0.04087260450693948,0.42830291497879264,BBB
ESM1,ENSG00000164283,ENSMUSG00000042379,ENSMMUG00000020169,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,80.46594982078852,77.63347763347764,0.25718083884947196,0.6031302669395301,0.4264101023390639,1.8497913389878393,9.999999,0.18497915239669915,BBB
ESYT2,ENSG00000117868,ENSMUSG00000021171,ENSMMUG00000022361,Munji,NA,ortholog_one2one,ortholog_one2one,2,82.92319164802386,91.3696715583508,2.46557664832044,9.999999,0.24655768948781293,0.9844141351353263,1.2737504519821028,0.7728469368575801,BBB
ETF1,ENSG00000120705,ENSMUSG00000024360,ENSMMUG00000005871,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,94.9771689497717,99.61948249619482,0,0.2140863640064527,0,0,0.010777244458773658,0,BBB
ETV1,ENSG00000006468,ENSMUSG00000004151,ENSMMUG00000039167,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,89.97289972899729,98.98373983739837,9.999999,9.999999,1,0.0010351970571542476,0.03132897154781354,0.03304280370564843,BBB
EVL,ENSG00000196405,ENSMUSG00000021262,ENSMMUG00000015434,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,80.51166290443943,75.21186440677967,2.1232264115351804,9.999999,0.21232266238578426,1.9552708284854259,9.999999,0.19552710240125282,BBB
EVPL,ENSG00000167880,ENSMUSG00000034282,ENSMMUG00000001790,Munji,NA,ortholog_one2one,ortholog_one2one,1,82.63686426951733,95.9792477302205,0.8935000362724204,1.499917622751813,0.5956994055667985,0.01873652838504611,0.09697381422167606,0.19321224534094925,BBB
EXOC8,ENSG00000116903,ENSMUSG00000074030,ENSMMUG00000005243,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,82.41505968778696,98.07162534435261,2.1470057454529057,9.999999,0.21470059601535016,0.0016359688590557538,0.07438077433364292,0.021994512341555368,BBB
EXT1,ENSG00000182197,ENSMUSG00000061731,ENSMMUG00000008635,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,95.85006693440428,99.01829540383757,0.0027663748628642504,0.16384138268790038,0.016884469707716558,6.942035131132153e-4,0.035487513919533975,0.019561908864263764,BBB
EXTL3,ENSG00000012232,ENSMUSG00000021978,ENSMMUG00000017700,Munji,NA,ortholog_one2one,ortholog_one2one,1,88.55072463768116,98.1159420289855,0.013477134836957179,0.53967251250988,0.02497280206894074,0.002127479785513336,0.05936784206155607,0.0358355586397673,BBB
EZH1,ENSG00000108799,ENSMUSG00000006920,ENSMMUG00000006093,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,90.4571682201509,98.75222816399287,2.319958217624518,9.999999,0.2319958449620363,0.0011155209659957294,0.044887028486397126,0.024851744559874007,BBB
EZH2,ENSG00000106462,ENSMUSG00000029687,ENSMMUG00000013494,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,91.93262411347517,88.3054892601432,0.6456691051559562,1.413898271606846,0.45665881210971127,2.603202911139199,9.999999,0.2603203171459516,BBB
F2R,ENSG00000181104,ENSMUSG00000048376,ENSMMUG00000039522,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,78.96365042536736,97.73082942097027,1.5139368957292847,9.999999,0.15139370471229893,0.010843919321763058,0.05400176447246958,0.20080675932897252,BBB
F5,ENSG00000198734,ENSMUSG00000026579,ENSMMUG00000042510,Munji,NA,ortholog_one2one,ortholog_one2one,1,76.5713434614239,94.2477215000747,2.142180434283807,9.999999,0.21421806485018716,0.8916897211734487,1.096517589522418,0.8132014750094607,BBB
FABP5,ENSG00000164687,ENSMUSG00000027533,NA,Daneman,lung_only,ortholog_one2one,NA,1,80.3921568627451,NA,0.10887969785517734,0.7075943740344788,0.1538730406155999,NA,NA,NA,BBB
FABP7,ENSG00000164434,ENSMUSG00000019874,ENSMMUG00000064586,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,69.48853615520282,73.85229540918164,0.3221475183163133,0.7878460674295092,0.4088965238696666,0.11095997955438011,0.142295667457149,0.7797846662323339,BBB
FADS1,ENSG00000149485,ENSMUSG00000010663,ENSMMUG00000013798,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,76.73956262425448,85.98937583001327,9.999999,9.999999,1,9.999999,9.999999,1,BBB
FADS2,ENSG00000134824,ENSMUSG00000024665,ENSMMUG00000000327,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,87.26591760299625,81.06666666666666,0.0659364080191729,0.4114389537426955,0.1602580587457162,9.999999,9.999999,1,BBB
FADS3,ENSG00000221968,ENSMUSG00000024664,ENSMMUG00000000328,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,2,87.18518518518519,97.75784753363229,1.6642992147495084,3.028440973986394,0.549556431525479,0.003332356820094855,0.07374063486099669,0.0451902377349537,BBB
FAIM,ENSG00000158234,ENSMUSG00000032463,ENSMMUG00000008664,Munji,NA,ortholog_one2many,ortholog_one2one,1,78.19314641744548,87.74928774928775,2.7531520941800824,9.999999,0.2753152369495319,1.2486748034964725,9.999999,0.12486749283639653,BBB
FAIM,ENSG00000158234,ENSMUSG00000096316,ENSMMUG00000008664,Munji,NA,ortholog_one2many,ortholog_one2one,1,67.75700934579439,87.74928774928775,2.428030334331842,9.999999,0.24280305771348995,1.2486748034964725,9.999999,0.12486749283639653,BBB
FAM110D,ENSG00000197245,ENSMUSG00000050105,ENSMMUG00000045223,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,86.51960784313725,97.05882352941177,0.0658039191643957,0.4014445754826807,0.1639178187556171,0.010195078645359734,0.07095407622833269,0.143685594786008,BBB
FAM118A,ENSG00000100376,ENSMUSG00000022434,ENSMMUG00000023003,Munji,NA,ortholog_one2one,ortholog_one2one,1,86.96461824953445,86.02329450915141,0.04110695524790772,0.5583470413638258,0.07362258989946348,0.03961876265018039,0.10116184629288118,0.3916374018666797,BBB
FAM13C,ENSG00000148541,ENSMUSG00000043259,ENSMMUG00000003706,Munji,NA,ortholog_one2one,ortholog_one2one,2,83.80010982976387,84.44444444444444,1.4470522175959264,9.999999,0.14470523623011625,2.314626728568779,9.999999,0.2314626960031475,BBB
FAR2,ENSG00000064763,ENSMUSG00000030303,ENSMMUG00000015810,Munji,NA,ortholog_one2one,ortholog_one2one,1,84.04392764857882,97.09302325581395,0.06564394176863839,0.6065252976814098,0.10822951988907682,0.020675753585125516,0.05662085800746984,0.36516143189490025,BBB
FARP2,ENSG00000006607,ENSMUSG00000034066,ENSMMUG00000001313,Munji,NA,ortholog_one2one,ortholog_one2one,1,82.30337078651685,96.5909090909091,0.6838229641495637,1.4497018042271275,0.47169905021545233,0.6066447831171926,0.960734745617981,0.6314383713966498,BBB
FARS2,ENSG00000145982,ENSMUSG00000021420,ENSMMUG00000016352,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,77.99009200283086,84.39716312056737,0.1518859815747076,0.650611619093739,0.2334510745231928,0.31638095272446565,0.4739774133537913,0.6675021716452746,BBB
FBLN1,ENSG00000077942,ENSMUSG00000006369,ENSMMUG00000002424,Daneman,lung_only,ortholog_one2one,ortholog_one2one,2,72.93064876957494,81.53638814016172,1.7654329694688704,1.9539671087595307,0.9035121223660972,1.7827144447263406,2.0799934986960906,0.857076931174973,BBB
FBLN5,ENSG00000140092,ENSMUSG00000021186,ENSMMUG00000008447,Daneman,lung_only,ortholog_one2one,ortholog_one2one,2,81.06508875739645,89.94082840236686,3.312498025853782,9.999999,0.33124983571036176,1.21468307820278,2.928659066863971,0.41475741985340453,BBB
FBXL18,ENSG00000155034,ENSMUSG00000066640,NA,Munji,NA,ortholog_one2one,NA,1,80.35405872193436,NA,2.1936632736928043,9.999999,0.21936634930591534,NA,NA,NA,BBB
FBXO22,ENSG00000167196,ENSMUSG00000032309,NA,Daneman,liver_only,ortholog_one2one,NA,1,88.28382838283828,NA,2.2953992954476012,9.999999,0.22953995249875536,NA,NA,NA,BBB
FBXO7,ENSG00000100225,ENSMUSG00000001786,ENSMMUG00000006728,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,79.55555555555556,97.19566602931803,0.548431803717903,0.9149343851731289,0.5994220051245814,0.021611927213707496,0.04275179673349187,0.5055209105814412,BBB
FCHO2,ENSG00000157107,ENSMUSG00000041685,ENSMMUG00000015422,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,90.17673653925195,91.15323854660348,0.43557874304960165,0.9059945986488753,0.48077410582710695,1.8337360672082472,9.999999,0.18337362505818722,BBB
FDFT1,ENSG00000284967,NA,NA,Daneman,lung_only,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,BBB
FGF13,ENSG00000129682,ENSMUSG00000031137,NA,Munji,NA,ortholog_one2one,NA,1,79.81770833333333,NA,2.172112354298341,9.999999,0.21721125715095982,NA,NA,NA,BBB
FGFR3,ENSG00000068078,ENSMUSG00000054252,ENSMMUG00000019945,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,85.0020601565719,97.03337453646478,2.1176513821397887,9.999999,0.21176515939049478,0.004971763693250191,0.09458807851107545,0.052562265472683646,BBB
FHL1,ENSG00000022267,ENSMUSG00000050035,ENSMMUG00000007922,Daneman,liver_only,ortholog_one2many,ortholog_one2one,2,65.02057613168725,95.09803921568627,9.999999,9.999999,1,3.184248597608659,9.999999,0.3184248916033551,BBB
FHL1,ENSG00000022267,ENSMUSG00000023092,ENSMMUG00000007922,Daneman,liver_only,ortholog_one2many,ortholog_one2one,2,95.26748971193416,95.09803921568627,0.02124890847441699,0.11875561496211445,0.17892971613338737,3.184248597608659,9.999999,0.3184248916033551,BBB
FILIP1,ENSG00000118407,ENSMUSG00000034898,ENSMMUG00000019275,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,84.19753086419753,93.55013550135502,0.10924102557018478,0.9690044080495814,0.11273532366077245,2.2478676340985784,9.999999,0.2247867858885364,BBB
FKBP10,ENSG00000141756,ENSMUSG00000001555,ENSMMUG00000013054,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,85.9919954259577,97.5414522584334,1.858235868986641,9.999999,0.18582360548102464,0.006958420121218889,0.07282049230806018,0.09555579618690235,BBB
FKBP1A,ENSG00000088832,ENSMUSG00000032966,ENSMMUG00000015996,Daneman,lung_only,ortholog_one2many,ortholog_one2many,2,39.375,67.21311475409836,2.021519069816481,9.999999,0.2021519271968408,0.5330429546541209,0.8507323786796148,0.6265694923724826,BBB
FLNA,ENSG00000196924,ENSMUSG00000031328,ENSMMUG00000013668,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,2,87.37411883182276,96.9159113796576,0.014022151707919091,0.5748722658049709,0.024391769340767252,0.0035928206905190756,0.09857840952974149,0.03644632437932677,BBB
FLT1,ENSG00000102755,ENSMUSG00000029648,ENSMMUG00000021538,Both,liver_only,ortholog_one2one,ortholog_one2one,2,81.69154228855722,88.7683615819209,0.8618882904963755,2.1983333738825417,0.3920644160417622,2.8654379048851797,9.999999,0.28654381914289984,BBB
FLT3LG,ENSG00000090554,ENSMUSG00000110206,ENSMMUG00000051892,Munji,NA,ortholog_one2one,ortholog_one2one,1,58.36341756919374,52.9320987654321,9.999999,9.999999,1,9.999999,3.154260231482114,3.170315150345484,BBB
FLVCR2,ENSG00000119686,ENSMUSG00000034258,ENSMMUG00000017665,Munji,NA,ortholog_one2one,ortholog_one2one,1,82.67148014440433,96.3314358001265,1.536606816239546,3.0226538540943135,0.5083634747518796,1.507460972132899,2.251701258642689,0.6694764531248638,BBB
FMO1,ENSG00000010932,ENSMUSG00000040181,ENSMMUG00000005069,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,84.74046278924328,97.68605378361475,0.09765425672876675,0.42524718607963985,0.22964115913156957,0.009470021437176648,0.06257948072795017,0.15132790056768572,BBB
FMO2,ENSG00000094963,ENSMUSG00000040170,ENSMMUG00000019727,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,82.2139303482587,96.95273631840796,0.07917656647734916,0.6838379215031957,0.11578264964204557,0.015537779870338532,0.06875061843140047,0.2260020378702799,BBB
FNDC3A,ENSG00000102531,ENSMUSG00000033487,ENSMMUG00000023756,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,88.46260772866277,98.63775368362525,0.04749730568124688,0.3825062084940556,0.12417394705368559,0.005518684932592084,0.034909744470412875,0.1580843691728923,BBB
FNDC4,ENSG00000115226,ENSMUSG00000038552,ENSMMUG00000005101,Munji,NA,ortholog_one2one,ortholog_one2one,1,88.71650211565586,54.618473895582326,1.9151029330542086,9.999999,0.1915103124564521,9.999999,9.999999,1,BBB
FOSB,ENSG00000125740,ENSMUSG00000003545,ENSMMUG00000014430,Munji,NA,ortholog_one2one,ortholog_one2one,2,90.65880039331367,99.01671583087513,0.023111568070935028,0.31793677473457876,0.07269233982205776,0.0015313947652728654,0.025467484530142467,0.06013137117882049,BBB
FOXC1,ENSG00000054598,ENSMUSG00000050295,ENSMMUG00000005778,Munji,NA,ortholog_one2one,ortholog_one2one,1,89.26453143534994,97.65765765765765,0.21643361416664408,0.5452356375018026,0.39695426945735646,0.2511374491607976,0.3044760330089668,0.8248184485292529,BBB
FOXF2,ENSG00000137273,ENSMUSG00000038402,ENSMMUG00000004540,Munji,NA,ortholog_one2one,ortholog_one2one,1,86.27596439169139,98.13571961222968,0.37873180378585614,0.7457035290369072,0.5078852238703989,1.0495399478140006,1.0739369391601759,0.9772826592916584,BBB
FOXL2,ENSG00000183770,ENSMUSG00000050397,ENSMMUG00000053063,Munji,NA,ortholog_one2one,ortholog_one2one,1,88.33333333333333,97.43589743589743,1.1028441246052578,9.999999,0.11028442348896812,0.0035787711987234185,0.0891880083301856,0.040126147738094364,BBB
FOXN2,ENSG00000170802,ENSMUSG00000034998,ENSMMUG00000020677,Daneman,liver_only,ortholog_one2one,ortholog_one2one,1,84.1820987654321,98.37962962962963,0.5141691559060669,1.24734119301931,0.41221211869181584,0.006286111726449612,0.03746701927612874,0.1677772037354107,BBB
FOXO1,ENSG00000150907,ENSMUSG00000044167,ENSMMUG00000030780,Daneman,liver_only,ortholog_one2one,ortholog_one2one,2,88.31562974203338,98.01829268292683,1.4211832901811414,2.681560163070461,0.529983742208434,0.0042282076373458865,0.0581156872959197,0.07275501390556124,BBB
FOXO3,ENSG00000118689,ENSMUSG00000048756,ENSMMUG00000020369,Munji,NA,ortholog_one2one,ortholog_one2one,2,90.35608308605342,98.41740850642928,1.385442563164168,2.1000532300403183,0.6597178315987587,1.3689961116298341,2.198447579142324,0.6227103728185859,BBB
FOXQ1,ENSG00000164379,ENSMUSG00000038415,ENSMMUG00000059043,Munji,NA,ortholog_one2one,ortholog_one2one,1,82.14578214578215,96.12211221122112,1.0398955041538371,1.3932429110473539,0.7463849239125918,0.02232465509068521,0.08330785435985219,0.2679777946777121,BBB
FPGT,ENSG00000254685,ENSMUSG00000053870,NA,Daneman,liver_only,ortholog_one2one,NA,1,78.42370039128005,NA,2.374720655424894,9.999999,0.2374720892896983,NA,NA,NA,BBB
FREM2,ENSG00000150893,ENSMUSG00000037016,ENSMMUG00000002702,Munji,NA,ortholog_one2one,ortholog_one2one,1,83.31757537556466,97.03563544623147,2.895586131554923,9.999999,0.2895586421113565,2.4576700910749545,9.999999,0.2457670336841988,BBB
FRMD4B,ENSG00000114541,ENSMUSG00000030064,ENSMMUG00000000387,Munji,NA,ortholog_one2one,ortholog_one2one,3,87.16216216216216,97.97101449275362,0.4192000355376353,1.1473222691580012,0.36537252592968367,0.0072562951232657885,0.056451253256897205,0.12854090395910236,BBB
FRMD5,ENSG00000171877,ENSMUSG00000027238,ENSMMUG00000022777,Munji,NA,ortholog_one2one,ortholog_one2one,1,92.58610624635143,94.19540229885058,0.007868151733094454,0.3121270347330628,0.02520817121728482,9.999999,9.999999,1,BBB
FRMD6,ENSG00000139926,ENSMUSG00000048285,ENSMMUG00000018274,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,86.19582664526484,98.23434991974318,0.03601762233366249,0.5878289460905552,0.06127228434938957,0.0039758582364654025,0.05181017774093263,0.07673894222764413,BBB
FRY,ENSG00000073910,ENSMUSG00000056602,ENSMMUG00000007192,Munji,NA,ortholog_one2one,ortholog_one2one,2,85.37115530920552,95.14747859181732,9.999999,9.999999,1,2.5493250227198283,9.999999,0.25493252776523556,BBB
FSCN1,ENSG00000075618,ENSMUSG00000029581,ENSMMUG00000004282,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,90.35087719298245,97.97570850202429,0.01719984348424535,0.4061301603609123,0.04235056925829027,0.002881954510835767,0.06337372316791673,0.04547554359714139,BBB
FSTL1,ENSG00000163430,ENSMUSG00000022816,ENSMMUG00000002925,Daneman,liver_and_lung,ortholog_one2one,ortholog_one2one,1,88.9967637540453,91.95876288659794,2.0017484299883526,9.999999,0.20017486301632154,2.106981405552383,9.999999,0.21069816162505445,BBB
FUCA1,ENSG00000179163,ENSMUSG00000028673,ENSMMUG00000004216,Daneman,lung_only,ortholog_one2one,ortholog_one2one,1,80.94218415417559,79.04261529480443,2.1166466310840955,9.999999,0.21166468427487795,2.60382271667451,9.999999,0.2603822977056808,BBB
FUCA2,ENSG00000001036,ENSMUSG00000019810,ENSMMUG00000005366,Munji,NA,ortholog_one2one,ortholog_one2one,1,81.05413105413105,96.93732193732194,9.999999,9.999999,1,2.1581723809374904,9.999999,0.215817259675475,BBB
FUT8,ENSG00000033170,ENSMUSG00000021065,ENSMMUG00000013848,Munji,NA,ortholog_one2one,ortholog_one2one,2,91.72453703703704,98.61111111111111,0.01564889678633876,0.3039982435640484,0.051476931586421304,9.017134995753633e-4,0.04365085338072223,0.020657408268989128,BBB
FXYD5,ENSG00000089327,NA,NA,Daneman,liver_only,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,BBB
FYCO1,ENSG00000163820,ENSMUSG00000025241,ENSMMUG00000023585,Both,liver_only,ortholog_one2one,ortholog_one2one,1,77.82285327924274,91.68278529980658,1.0683535363242773,3.397332297102321,0.3144683660281056,2.2329208299192222,9.999999,0.22329210532113275,BBB
